task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
record patients' medical information and vital signs.,0.9130434782608695,,,,0.08695652173913043,,
record production or operational data on specified forms.,,,,,1.0,,
record symbols on computer storage media and use computer aided transcription to translate and display them as text.,0.958041958041958,,,,0.04195804195804196,,
record test data and document fabrication techniques on reports.,0.6808510638297872,,,0.057750759878419454,0.015197568389057751,,0.2462006079027356
"record test data and prepare reports, summaries, or charts that interpret test results.",0.6770833333333335,,,,0.04166666666666666,,0.28125
"record test procedures and results, numerical and graphical data, and recommendations for changes in product or test methods.",0.6254545454545455,,,0.06909090909090909,0.03272727272727273,,0.2727272727272727
"record the exact locations and conditions of artifacts uncovered in diggings or surveys, using drawings and photographs as necessary.",0.8765743073047859,,,,0.015113350125944584,,0.10831234256926953
record the specifics of malfunctioning machines and document malfunctions needing repair.,,,,0.5428571428571428,0.45714285714285724,,
record work activities performed.,0.44594594594594594,,,0.44594594594594594,0.1081081081081081,,
"record, process, and maintain patient data or treatment records and prepare reports.",0.8888888888888888,,,,0.1111111111111111,,
"record, review, and compile operations records, test results, and gauge readings such as temperatures, pressures, concentrations, and flows.",0.7441860465116279,,,,0.2558139534883721,,
recruit staff members.,0.8055555555555556,,,,0.19444444444444448,,
"recruit, interview, and select employees.",0.641025641025641,,,,0.358974358974359,,
"refer applicants to job openings or to interviews with other staff, in accordance with administrative guidelines or office procedures.",,,,,1.0,,
refer patients to appropriate health care services or resources.,0.6774193548387096,,,,0.3225806451612903,,
refer unresolved customer grievances to designated departments for further investigation.,0.7962962962962963,,,,0.2037037037037037,,
"reformat documents, moving paragraphs or columns.",0.8867924528301887,0.0110062893081761,,0.03930817610062893,0.0023584905660377358,0.05070754716981132,0.009827044025157232
reinstall software programs or adjust settings on existing software to fix machine malfunctions.,0.36749633967789164,0.48316251830161056,0.0424597364568082,0.02342606149341142,,0.04099560761346998,0.0424597364568082
relay buy or sell orders to securities exchanges or to firm trading departments.,,,,,1.0,,
relay credit report information to subscribers by mail or by telephone.,0.8571428571428571,,,,0.14285714285714285,,
"remotely monitor the flow of vehicles or inventory, using web-based logistics information systems to track vehicles or containers.",,,,,1.0,,
remove body and facial hair by applying wax.,,,,,1.0,,
render sequential drawings that can be turned into animated films or advertisements.,,,,,1.0,,
rent or lease properties on behalf of clients.,,,,,1.0,,
rent properties or manage rental properties.,0.8157894736842105,,,,0.18421052631578946,,
"repair or service heating, ventilating, and air conditioning (hvac) systems to improve efficiency, such as by changing filters, cleaning ducts, or refilling non-toxic refrigerants.",,,,,1.0,,
"replace missing teeth and associated oral structures with permanent fixtures, such as implant-supported prostheses, crowns and bridges, or removable fixtures, such as dentures.",0.7272727272727273,,,,0.2727272727272727,,
report all positions or trading results.,0.7878787878787878,,,,0.2121212121212121,,
"report any pertinent information to the proper authorities in cases of child endangerment, neglect, or abuse.",0.7373737373737373,,,0.1919191919191919,0.0707070707070707,,
"report news stories for publication or broadcast, describing the background and details of events.",1.0,,,,,,
report results of statistical analyses in peer-reviewed papers and technical manuals.,0.7526881720430108,,,,0.24731182795698925,,
"report results of statistical analyses, including information in the form of graphs, charts, and tables.",0.824,,,,0.176,,
report unsafe behavior of children to school officials.,,,,,1.0,,
represent company at trade association meetings to promote products.,0.8257575757575758,,,,0.17424242424242425,,
represent organizations before domestic or international regulatory agencies on major policy matters or decisions regarding company products.,0.7073170731707318,,,,0.2926829268292683,,
"research and analyze laws, regulations, policies, and precedent decisions to prepare for hearings and to determine conclusions.",0.5441176470588235,,0.25,,0.20588235294117646,,
research and analyze member or community needs to determine program directions and goals.,0.8928571428571429,,,,0.10714285714285714,,
research and identify potential customers for products or services.,0.9001068376068376,0.009615384615384616,0.008547008547008548,0.04914529914529915,,0.018162393162393164,0.014423076923076922
"research and prepare manuscripts in support of public programming and the development of exhibits at historic sites, museums, libraries, and archives.",0.8947368421052632,,,,0.10526315789473684,,
research case law or outcomes of previous case hearings.,,,,,1.0,,
research hardware or software products to meet technical networking or security needs.,0.6435185185185185,,0.2777777777777778,,0.0787037037037037,,
research how characteristics of plants or animals are carried through successive generations.,,,,,1.0,,
"research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court.",0.826086956521739,,,,0.17391304347826086,,
"research laws, regulations, policies, or precedent decisions to prepare for hearings.",,,,,1.0,,
research legal issues and write opinions on the issues.,0.4722222222222222,,,,0.5277777777777778,,
"research or develop analytical tools to address issues such as portfolio construction or optimization, performance measurement, attribution, profit and loss measurement, or pricing models.",0.7890909090909091,,0.061818181818181814,,0.14909090909090908,,
research or investigate products to be presented to prepare for demonstrations.,0.95,,,,0.05,,
"research or recommend textbooks, software, equipment, or other learning materials to complement tutoring.",,,,,1.0,,
"research production topics using the internet, video archives, and other informational sources.",0.9052631578947369,,,,0.09473684210526317,,
"research the history of a particular country or region, or of a specific time period.",0.7692307692307694,,,,0.2307692307692308,,
"research, compile, analyze and organize information from maps, reports, investigations, and books for use in reports and special projects.",0.8823529411764706,,0.03208556149732621,0.030303030303030304,0.019607843137254898,0.035650623885918005,
"research, document, rate, or select alternatives for web architecture or technologies.",,,,,1.0,,
"research, evaluate, and prepare recommendations on curricula, instructional methods, and materials for school systems.",0.7678571428571429,,,,0.23214285714285715,,
"resolve any problems with itineraries, service, or accommodations.",0.8541666666666665,,,,0.14583333333333334,,
resolve customer complaints or answer customers' questions regarding policies and procedures.,0.5198237885462555,0.16299559471365638,,0.13656387665198239,0.07048458149779736,,0.11013215859030837
resolve customer complaints regarding food service.,0.7272727272727273,,,,0.2727272727272727,,
resolve customer complaints regarding problems such as payout errors.,0.5961538461538461,,,,0.40384615384615385,,
resolve customer complaints regarding sales and service.,0.572744014732965,0.26519337016574585,,0.09760589318600368,0.03314917127071823,,0.03130755064456722
resolve customer complaints regarding worker performance or services rendered.,0.4090909090909091,,,,0.5909090909090909,,
resolve customer complaints.,,,,,1.0,,
resolve customer or employee complaints.,,,,,1.0,,
"resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",0.6868932038834952,0.11165048543689321,,0.11165048543689321,0.08980582524271846,,
resolve discrepancies in accounting records.,0.4461538461538462,,,,0.2,,0.35384615384615387
"resolve problems concerning transportation, logistics systems, imports or exports, or customer issues.",0.535,,,0.355,0.11,,
"respond to customer and supplier inquiries about order status, changes, or cancellations.",0.8490566037735848,,,,0.1509433962264151,,
"respond to customer complaints, legal inquiries, payment negotiations, or other post-service matters.",0.6538461538461539,,,,0.34615384615384615,,
"respond to customer complaints, taking action as necessary.",0.5981308411214953,0.1588785046728972,,0.16822429906542055,0.07476635514018691,,
respond to customer inquiries or complaints.,0.642430278884462,0.049800796812749,0.05826693227091633,0.19173306772908366,,0.029382470119521917,0.028386454183266928
respond to customers' or shippers' questions and complaints regarding storage and distribution services.,,,,,1.0,,
respond to general inquiries or requests from the public.,0.36764705882352944,,0.14705882352941177,0.4632352941176471,0.022058823529411766,,
"respond to passengers' questions, requests, or complaints.",,,,,1.0,,
respond to program error messages by finding and correcting problems or terminating the program.,0.32342449464922723,0.1617122473246136,0.04994054696789536,0.3733650416171225,,0.02853745541022592,0.06302021403091558
respond to public inquiries and complaints.,0.5769230769230769,,,,0.4230769230769231,,
respond to public suggestions and complaints.,,,,,1.0,,
"respond to questions and inquiries, such as those concerning service charges and capacity fees, or refer them to supervisors.",,,,,1.0,,
respond to requests for information from the media or designate an appropriate spokesperson or information source.,0.8858695652173914,,,,0.11413043478260869,,
"respond to requests for information from the public, other municipalities, state officials, or state and federal legislative offices.",0.8461538461538461,,,,0.15384615384615383,,
"respond to user email inquiries, or set up automated systems to send responses.",0.6592592592592592,,,0.2222222222222222,0.11851851851851851,,
retrieve information from central databases for storage in a library's computer.,0.769090909090909,,0.07454545454545454,0.09272727272727271,0.06363636363636363,,
"retrieve patient medical records for physicians, technicians, or other medical personnel.",0.8646616541353382,,,,0.13533834586466165,,
"retrieve, separate and sort program output as needed, and send data to specified users.",0.7884297520661157,0.04132231404958678,0.026446280991735537,0.08760330578512397,,0.024793388429752067,0.03140495867768595
review accounts to determine write-offs for collection agencies.,0.9411764705882352,,,,0.0588235294117647,,
"review advertising trends, consumer surveys, and other data regarding marketing of goods and services to determine the best way to promote products.",0.8636363636363636,,,,0.13636363636363635,,
"review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.",0.7746478873239436,,,,0.2253521126760564,,
review all securities transactions to ensure accuracy of information and conformance to governing agency regulations.,0.8018867924528302,,,,0.1981132075471698,,
"review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",0.3915981735159818,0.1063013698630137,0.0571689497716895,0.17881278538812787,,0.012602739726027401,0.2535159817351598
"review and analyze new, proposed, or revised laws, regulations, policies, and procedures to interpret their meaning and determine their impact.",0.7311827956989247,,0.1003584229390681,0.1111111111111111,0.05734767025089606,,
review and approve proofs submitted by composing room prior to publication production.,0.425531914893617,,,,0.5744680851063831,,
"review and edit transcribed reports or dictated material for spelling, grammar, clarity, consistency, and proper medical terminology.",0.5714285714285714,,,,0.04166666666666666,,0.3869047619047619
"review and evaluate applicant qualifications or eligibility for specified licensing, according to established guidelines and designated licensing codes.",0.7307692307692306,,,,0.2692307692307692,,
"review and evaluate data on documents, such as claim applications, birth or death certificates, and physician or employer records.",,,,,1.0,,
review and evaluate notes taken about news events to isolate pertinent facts and details.,0.9259259259259259,,,,0.07407407407407407,,
"review and evaluate requests from engineers, managers, and technicians for system modifications.",,,,,1.0,,
"review and interpret plans, blueprints, site layouts, specifications, or construction methods to ensure compliance to legal requirements and safety regulations.",0.84375,,,,0.15625,,
"review and verify data, such as age, name, address, and principal sum and value of property on insurance applications and policies.",0.6702898550724637,,,,0.025362318840579712,0.23731884057971014,0.06702898550724638
"review applications for site plans and permits and recommend approval, denial, modification, or further investigative action.",0.8611111111111112,,,,0.1388888888888889,,
review assembled films or edited videotapes on screens or monitors to determine if corrections are necessary.,0.6231884057971014,,,,0.11594202898550725,,0.2608695652173913
review billing for accuracy.,0.8587570621468926,,,,0.04519774011299435,,0.096045197740113
"review blueprints, building codes, or specifications to determine work details or procedures.",0.896551724137931,,,,0.10344827586206896,,
"review blueprints, sketches, or work orders to gather information about tasks to be completed.",0.8727272727272727,,,,0.1272727272727273,,
review books and journal articles for potential publication.,0.7321428571428571,,,,0.26785714285714285,,
"review catalogs, industry periodicals, directories, trade journals, and internet sites and consult with other department personnel to locate necessary goods and services.",0.9390243902439024,,,,0.06097560975609756,,
"review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",0.3516924842226047,0.01721170395869191,0.39357429718875503,0.03614457831325301,,0.10154905335628228,0.09982788296041308
review clinical protocols to ensure collection of data needed for regulatory submissions.,0.7560975609756098,,,,0.24390243902439024,,
review collection reports to determine the status of collections and the amounts of outstanding balances.,0.84,,,,0.16,,
"review commercial vehicle logs, shipping papers, or driver and equipment records to detect any problems or to ensure compliance with regulations.",0.7777777777777779,,,,0.2222222222222222,,
review communications such as securities sales advertising to ensure there are no violations of standards or regulations.,0.6842105263157895,,,,0.07894736842105263,,0.23684210526315788
"review complaints, petitions, motions, or pleadings that have been filed to determine issues involved or basis for relief.",0.84,,,,0.16,,
review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations.,0.7076923076923077,,,,0.2923076923076924,,
review customer requests for service to determine service needs and deploy appropriate resources to provide service.,0.8289473684210527,,,,0.17105263157894737,,
"review data about material assets, net worth, liabilities, capital stock, surplus, income, and expenditures.",0.9357326478149101,,,,0.017994858611825194,,0.046272493573264774
"review documents such as purchase orders, sales tickets, charge slips, or hospital records to compute fees or charges due.",0.972093023255814,,,,0.027906976744186046,,
"review files, records, and other documents to obtain information to respond to requests.",0.7240259740259741,,,0.08116883116883117,0.00974025974025974,,0.18506493506493504
"review financial periodicals, stock and bond reports, business publications, or other material to identify potential investments for clients or to keep abreast of trends affecting market conditions.",0.9090909090909091,,,,0.09090909090909091,,
"review financial statements, sales or activity reports, or other performance data to identify opportunities for cost reductions or service improvements.",0.8508771929824561,,,,0.14912280701754382,,
"review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",0.8,,,,0.07868852459016394,0.04918032786885246,0.07213114754098361
review footage sequence by sequence to become familiar with it before assembling it into a final product.,0.6666666666666665,,,,0.33333333333333326,,
review individual or commercial customer files to identify and select delinquent accounts for collection.,0.9772727272727272,,,,0.022727272727272728,,
review information about programs and schedules to ensure accuracy and provide such information to local media outlets.,0.961038961038961,,,,0.03896103896103896,,
"review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.",0.5176848874598071,,,,0.04501607717041801,0.06752411575562701,0.36977491961414793
review legal publications and perform database searches to identify laws and court decisions relevant to pending cases.,0.59375,,,,0.40625,,
review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,0.834061135371179,,,,0.034934497816593885,,0.13100436681222707
review offering documents or marketing materials to ensure regulatory compliance.,0.7777777777777779,,,,0.2222222222222222,,
"review operating practices and procedures to determine whether improvements can be made in areas such as workflow, reporting procedures, or expenditures.",0.75,,,,0.25,,
review or evaluate proposals or bids to make recommendations regarding awarding of contracts.,0.975609756097561,,,,0.024390243902439025,,
review or transmit images and information using picture archiving or communications systems.,0.9565217391304348,,,,0.043478260869565216,,
"review or update web page content or links in a timely manner, using appropriate tools.",0.8204419889502762,,,0.04972375690607735,0.02624309392265193,,0.10359116022099447
"review papers or serve on editorial boards for scientific journals, and review grant proposals for federal agencies.",0.403921568627451,,,0.03398692810457516,0.01699346405228758,,0.5450980392156863
"review performer information, such as photos, resumes, voice tapes, videos, and union membership, to decide whom to audition for parts.",0.9117647058823528,,,,0.08823529411764706,,
review procedures in database management system manuals for making changes to database.,0.3771186440677966,,0.11440677966101695,0.1016949152542373,0.059322033898305086,,0.3474576271186441
"review project activities and prepare and review research, testing, or operational reports.",0.8360655737704918,,,,0.16393442622950818,,
"review property listings, trade journals, and relevant literature, and attend conventions, seminars, and staff and association meetings to remain knowledgeable about real estate markets.",0.9470899470899472,,,,0.052910052910052914,,
"review proposed study protocols to evaluate factors such as sample collection processes, data management plans, and potential subject risks.",0.8522727272727273,,,,0.1477272727272727,,
"review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding.",0.58,,,,0.42,,
"review records for completeness, accuracy, and compliance with regulations.",0.4715909090909091,,,0.2869318181818182,0.005681818181818182,,0.23579545454545456
review records or reports for clarity and completeness and maintain records or reports as required under federal law.,0.6534653465346536,,,,0.12871287128712872,,0.21782178217821785
review rents to ensure that they are in line with rental markets.,0.9117647058823528,,,,0.08823529411764706,,
review reports of securities transactions or price lists to analyze market conditions.,0.952755905511811,,,,0.047244094488188976,,
review reports of suspected fraud to determine need for further investigation.,,,,,1.0,,
review research literature to remain current on psychological science issues.,0.7142857142857143,,,,0.2857142857142857,,
"review research or literature in art therapy, psychology, or related disciplines.",0.75,,,,0.25,,
"review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",,,,,1.0,,
review scientific proposals and research papers.,0.5474452554744526,,,,0.10218978102189782,,0.35036496350364965
"review scripts or other production information to determine a story's locale or period, as well as the number of characters and required costumes.",0.8823529411764706,,,,0.1176470588235294,,
review securities transactions to ensure conformance to regulations.,1.0,,,,,,
review sets of photographs to select the best work.,,,,,1.0,,
"review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks.",0.6089366419374094,0.027074273045109575,0.07184275603308604,0.15728660356442395,,0.03402404707086212,0.10083567834910889
review subject matter of materials to be classified and select classification numbers and headings according to classification systems.,1.0,,,,,,
review technical documents to ensure completeness and conformance to requirements.,0.9473684210526316,,,,0.05263157894736842,,
review work orders and discuss work with supervisors.,,,,,1.0,,
"review work orders, blueprints, specifications, or job samples to determine components, settings, and adjustments for cutting and slicing machines.",0.9375,,,,0.0625,,
"review written, audio, or video copy and correct errors in content, grammar, or punctuation, following prescribed editorial style and formatting guidelines.",0.8217054263565892,,,,0.17829457364341084,,
"review, approve, or interpret genetic laboratory results.",0.4752,,0.128,,0.0208,,0.376
"review, classify, and record survey data in preparation for computer analysis.",0.8547008547008547,,0.004273504273504274,0.06495726495726496,0.0006410256410256409,0.01079059829059829,0.06463675213675214
"review, evaluate, and approve specifications for issuing and awarding bids.",0.9318181818181815,,,,0.06818181818181818,,
revise company definition of data as defined in data dictionary.,0.74,,,,0.26,,
"revise programs or tapes to eliminate errors, and retest programs to check that problems have been solved.",0.4642685851318945,0.37697841726618714,0.026378896882494004,0.07290167865707434,,0.027817745803357316,0.031654676258992806
revise work to meet editorial approval or to fit time or space requirements.,0.9,,,,0.1,,
"revise written material to meet personal standards and to satisfy needs of clients, publishers, directors, or producers.",0.8,,,,0.2,,
scan or read incoming materials to determine how and where they should be classified or filed.,0.9117647058823528,,,,0.08823529411764706,,
"schedule and confirm appointments for clients, customers, or supervisors.",0.8300653594771242,0.032679738562091505,,0.1111111111111111,0.026143790849673203,,
"schedule and confirm patient diagnostic appointments, surgeries, or medical consultations.",0.8208955223880597,,,,0.1791044776119403,,
schedule and make appointments.,0.8241758241758241,,,,0.17582417582417584,,
schedule appointments and maintain and update appointment calendars.,0.7315436241610739,,,0.1476510067114094,0.12080536912751681,,
schedule appointments for patients.,0.825938566552901,0.06143344709897611,,0.05802047781569966,0.054607508532423216,,
schedule appointments for sales representatives to meet with prospective customers or for customers to attend sales presentations.,0.7777777777777779,,,,0.2222222222222222,,
"schedule appointments, prepare bills and receive payment for dental services, complete insurance forms, and maintain records, manually or using computer.",0.8095238095238095,,,,0.19047619047619047,,
schedule client appointments.,0.6774193548387096,,,,0.3225806451612903,,
"schedule or dispatch workers, work crews, equipment, or service vehicles to appropriate locations, according to customer requests, specifications, or needs, using radios or telephones.",0.5522388059701493,,,0.2686567164179105,0.1791044776119403,,
schedule patients for treatment times.,,,,,1.0,,
"screen job applicants, and hire new employees.",0.92,,,,0.08,,
"screen persons entering courthouse using magnetometers, x-ray machines, and other devices to collect and retain unauthorized firearms and other contraband.",0.826086956521739,,,,0.17391304347826086,,
"script, plan, and create animated narrative sequences under tight deadlines, using computer software and hand drawing techniques.",0.8227848101265823,,,,0.1772151898734177,,
"search electronic sources, such as databases or repositories, or manual sources for information.",0.8636056718433491,0.02025658338960162,0.05401755570560432,0.017555705604321403,,0.024983119513842002,0.019581363943281565
"search for specific sets of stored, typed characters to make changes.",0.6852438252058265,0.015199493350221659,0.03039898670044332,0.2488917036098797,0.006966434452184927,,0.013299556681443952
"search public records for transactions such as sales, leases, and assessments.",0.9568965517241379,,,,0.04310344827586207,,
search scientific literature to select and modify methods and procedures most appropriate for genetic research goals.,0.7412935323383084,,0.09950248756218906,,0.06467661691542288,,0.09452736318407959
"search standard reference materials, including online sources and the internet, to answer patrons' reference questions.",0.7210084033613445,,0.1815126050420168,0.03865546218487395,0.0588235294117647,,
seek and provide information to help companies determine their position in the marketplace.,0.9293831168831168,,0.03977272727272727,0.016233766233766232,0.014610389610389608,,
seek out new clients and develop clientele by networking to find new customers and generate lists of prospective clients.,0.8958333333333335,,,,0.10416666666666669,,
"select and assemble books, materials, supplies, and equipment for training, courses, or projects.",0.8709677419354839,,,,0.12903225806451613,,
select and combine the most effective shots of each scene to form a logical and smoothly running story.,0.8157894736842105,,,,0.18421052631578946,,
"select and edit documents for publication and display, applying knowledge of subject, literary expression, and presentation techniques.",0.8140495867768593,,,0.030991735537190084,0.045454545454545456,0.10950413223140495,
select and enter codes to monitor database performance and to create production database.,,,,,1.0,,
select and obtain materials and supplies such as textbooks.,0.717948717948718,,,,0.28205128205128205,,
"select and purchase technical web services, such as web hosting services, online merchant accounts, shopping cart software, payment gateway software, or spyware.",0.7804878048780488,,,,0.21951219512195125,,
"select and use laboratory, operational, or diagnostic techniques or test equipment to assess electromechanical circuits, equipment, processes, systems, or subsystems.",0.6521739130434783,,,,0.34782608695652173,,
select cartographic elements needed for effective presentation of information.,0.8095238095238095,,,,0.19047619047619047,,
"select material most pertinent to presentation, and organize this material into appropriate formats.",0.8549618320610687,,,,0.1450381679389313,,
"select methods, techniques, or criteria for data warehousing evaluative procedures.",0.6538461538461539,,,,0.34615384615384615,,
"select or assist customers in selecting products based on customer needs, product specifications, and applicable regulations.",0.8181818181818182,,,,0.18181818181818182,,
select or direct the execution of trades.,0.8611111111111112,,,,0.1388888888888889,,
"select or supervise contractors, such as event hosts or health, fitness, and wellness practitioners.",,,,,1.0,,
"select photographs, drawings, sketches, diagrams, and charts to illustrate material.",0.9032258064516128,,,,0.0967741935483871,,
"select plays, scripts, books, or ideas to be produced.",0.6,0.18095238095238092,,,0.0380952380952381,0.18095238095238092,
"select program content, in conjunction with producers and assistants, based on factors such as program specialties, audience tastes, or requests from the public.",0.85,,,,0.15,,
"select qualified job applicants or refer them to managers, making hiring recommendations when appropriate.",0.8138528138528138,0.0735930735930736,,,0.11255411255411256,,
select specific investments or investment mixes for purchase by an investment fund.,0.845360824742268,,,,0.15463917525773196,,
"select, acquire, and maintain programs, music, films, and other needed materials and obtain legal clearances for their use as necessary.",0.9210526315789473,,,,0.07894736842105263,,
"sell services or equipment, such as trusts, investments, or check processing services.",0.8148148148148148,,,,0.1851851851851852,,
"sell, for a fee, real estate owned by others.",0.8148148148148148,,,,0.1851851851851852,,
"serve as liaisons between organizations, shareholders, and outside organizations.",,,,,1.0,,
"set up and conduct chemical experiments, tests, and analyses, using techniques such as chromatography, spectroscopy, physical or chemical separation techniques, or microscopy.",0.6911764705882352,,,,0.3088235294117647,,
"set up and operate specialized or standard test equipment to diagnose, test, or analyze the performance of electronic components, assemblies, or systems.",0.673469387755102,,,,0.326530612244898,,
"set up equipment for employee use, performing or ensuring proper installation of cables, operating systems, or appropriate software.",0.44329896907216493,,0.1649484536082474,0.24742268041237114,0.14432989690721648,,
"set up, adjust, and operate audio-visual equipment, such as cameras, film and slide projectors, and recording equipment, for meetings, events, classes, seminars, and video conferences.",0.6956521739130435,,,,0.30434782608695654,,
"shade and fill in sketch outlines and backgrounds, using a variety of media such as water colors, markers, and transparent washes, labeling designated colors when necessary.",0.7391304347826086,,,,0.2608695652173913,,
"share information about religious issues by writing articles, giving speeches, or teaching.",0.6473429951690821,,0.14492753623188406,0.1642512077294686,0.043478260869565216,,
shop for or order food and kitchen supplies and equipment.,0.9545454545454544,,,,0.045454545454545456,,
"show, rent, or assign accommodations.",0.918918918918919,,,,0.08108108108108109,,
solicit and compile listings of available rental properties.,0.9464285714285714,,,,0.05357142857142857,,
solicit new business.,0.9292035398230089,,,,0.07079646017699115,,
solicit sales of new or additional services or products.,0.872093023255814,,,,0.12790697674418605,,
speak foreign languages to communicate with foreign visitors.,,,,,1.0,,
"specify food portions and courses, production and time sequences, and workstation and equipment arrangements.",0.782608695652174,,,,0.21739130434782608,,
specify inputs accessed by the system and plan the distribution and use of the results.,0.73,,,,0.27,,
specify users and user access levels for each segment of database.,0.6176470588235294,0.25,,,0.1323529411764706,,
"stay abreast of changes in import or export laws or regulations by reading current literature, attending meetings or conferences, or conferring with colleagues.",0.8157894736842105,,,,0.18421052631578946,,
stay up-to-date on new regulations and current events regarding food science by reviewing scientific literature.,0.7857142857142857,,,,0.21428571428571427,,
"store, retrieve, and manipulate data for analysis of system capabilities and requirements.",0.796421961752005,0.03495784495167592,0.030022619782027554,0.08821714990746451,,0.022208513263417645,0.02817191034340942
"structure or negotiate deals, such as corporate mergers, sales, or acquisitions.",0.8344827586206897,,,,0.16551724137931034,,
study and analyze information about alternative courses of action to determine which plan will offer the best outcomes.,0.5833333333333334,,,,0.41666666666666674,,
study and research scripts to determine how they should be directed.,0.5363636363636364,0.14545454545454542,,,0.08181818181818182,0.23636363636363641,
"study aquatic plants and animals and environmental conditions affecting them, such as radioactivity or pollution.",0.6274509803921567,,,,0.37254901960784326,,
study archival collections of primary historical sources to help explain the origins and development of cultural patterns.,,,,,1.0,,
"study basic principles of plant and animal life, such as origin, relationship, development, anatomy, and function.",0.6588235294117646,,,,0.3411764705882353,,
"study blueprints, design specifications, or manufacturers' recommendations to ascertain the configuration of heating or cooling equipment components and to ensure the proper installation of components.",0.9215686274509803,,,,0.07843137254901959,,
"study celestial phenomena, using a variety of ground-based and space-borne telescopes and scientific instruments.",0.6829268292682927,,,,0.3170731707317073,,
"study consumers' reactions to new products and package designs, and to advertising efforts, using surveys and tests.",0.850467289719626,,,,0.1495327102803738,,
study documentation or other information for new scientific or technical products.,0.6128654970760234,,0.09941520467836255,0.23391812865497078,0.015204678362573101,,0.03859649122807018
"study economic and statistical data in area of specialization, such as finance, labor, or agriculture.",0.8292682926829268,,,,0.17073170731707318,,
"study effects of various methods of processing, preserving, or packaging on composition or properties of foods.",,,,,1.0,,
"study illustrations and photographs to plan presentation of materials, products, or services.",1.0,,,,,,
study job specifications to determine appropriate construction methods.,0.9772727272727272,,,,0.022727272727272728,,
"study objects and structures recovered by excavation to identify, date, and authenticate them and to interpret their significance.",0.6153846153846154,,,,0.3846153846153847,,
study scripts to become familiar with production concepts and requirements.,0.609271523178808,0.12582781456953643,,,0.0728476821192053,0.19205298013245034,
study the mutations in organisms that lead to cancer or other diseases.,0.3167420814479638,,0.38009049773755654,,0.0497737556561086,,0.25339366515837103
"study the objectives, promotional policies, or needs of organizations to develop public relations strategies that will influence public opinion or promote ideas, products, or services.",0.940972222222222,,,,0.059027777777777776,,
study the structure and composition of food or the changes foods undergo in storage and processing.,0.9076923076923076,,,,0.09230769230769231,,
"study, examine, and test acquisitions to authenticate their origin, composition, history, and to assess their current value.",0.8274509803921568,,,,0.015686274509803918,,0.15686274509803919
suggest specific product purchases to meet customers' needs.,0.7407407407407408,,,,0.25925925925925924,,
suggest treatments to alleviate hair problems.,0.6153846153846154,,,,0.3846153846153847,,
"summarize pertinent legal or insurance details, or sections of statutes or case law from reference books so that they can be used in examinations, or as proofs or ready reference.",0.9487179487179486,,,,0.05128205128205128,,
supervise agents who handle real estate transactions.,,,,,1.0,,
"supervise independent or group projects, field placements, laboratory work, or other training.",0.43478260869565216,,,,0.5652173913043478,,
"supply guests or travelers with directions, travel information, and other information, such as available services and points of interest.",0.8392857142857143,,,,0.16071428571428573,,
"supply the latest price quotes on any security, as well as information on the activities or financial positions of the corporations issuing these securities.",0.8823529411764706,,,,0.1176470588235294,,
"synthesize analyses of test results, and use the results to prepare technical reports of findings and recommendations.",0.5970149253731343,,,,0.07462686567164178,,0.3283582089552239
synthesize current business intelligence or trend data to support recommendations for action.,0.846938775510204,,,,0.15306122448979592,,
"take dictation using shorthand, a stenotype machine, or headsets and transcribing machines.",0.9248554913294798,,,,0.07514450867052024,,
take dining reservations.,0.8888888888888888,,,,0.1111111111111111,,
"take pictures of individuals, families, and small groups, either in studio or on location.",0.5294117647058824,,,0.35294117647058826,0.1176470588235294,,
take quote requests or orders from dealers or customers.,,,,,1.0,,
teach classes and present self-help or information sessions on subjects related to education and career planning.,,,,0.32608695652173914,0.673913043478261,,
teach classes in mental health topics such as stress reduction.,,,,,1.0,,
"teach courses or seminars on topics such as budgeting, managing personal finances, or financial literacy.",0.7027027027027027,,,,0.2972972972972973,,
teach instructors to use instructional technology or to integrate technology with teaching.,,,,,1.0,,
teach or supervise students and perform research at universities and colleges.,,,,,1.0,,
teach patients how to deal constructively with their emotions.,0.2882882882882883,,0.2972972972972973,0.26126126126126126,0.15315315315315312,,
"teach personal development skills such as goal setting, independence, and self-advocacy.",0.5294117647058824,,,,0.4705882352941176,,
teach political science.,0.2597402597402597,,0.5844155844155844,,0.15584415584415584,,
"teach socially acceptable behavior, employing techniques such as behavior modification or positive reinforcement.",,,,,1.0,,
"teach students personal development skills such as goal setting, independence, and self-advocacy.",,,,,1.0,,
