task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Research particular roles to find out more about a character, or the time and place in which a piece is set.",0.15380000000000002,0.0385,0.1923,0.0385,0.5,0.07690000000000001,0.0
"Research production specifications, costs, production materials, and manufacturing methods and provide cost estimates and itemized production requirements.",0.3602,0.0775,0.1109,0.012199999999999999,0.4225,0.0167,0.0
"Research production topics using the internet, video archives, and other informational sources.",0.21050000000000002,0.0,0.31579999999999997,0.0526,0.31579999999999997,0.10529999999999999,0.0
"Research the history of a particular country or region, or of a specific time period.",0.21239999999999998,0.0166,0.56,0.0152,0.16829999999999998,0.0276,0.0
Research the target audience of projects.,0.40090000000000003,0.1121,0.047400000000000005,0.0172,0.4138,0.0086,0.0
"Research various topics, including site history, environmental conditions, and clients' skills and abilities to plan appropriate expeditions, instruction, and commentary.",0.26539999999999997,0.1374,0.2701,0.09949999999999999,0.2133,0.014199999999999999,0.0
"Research, compile, analyze and organize information from maps, reports, investigations, and books for use in reports and special projects.",0.5714,0.047599999999999996,0.09519999999999999,0.0,0.2857,0.0,0.0
"Research, compile, and prepare reports, manuals, correspondence, or other information required by management or governmental agencies.",0.6115999999999999,0.030899999999999997,0.0139,0.0040999999999999995,0.3353,0.0043,0.0
"Research, document, rate, or select alternatives for Web architecture or technologies.",0.2866,0.128,0.2683,0.0060999999999999995,0.2927,0.0183,0.0
"Research, evaluate, and prepare recommendations on curricula, instructional methods, and materials for school systems.",0.34380000000000005,0.0,0.2813,0.0313,0.25,0.09380000000000001,0.0
"Research, test, or verify proper functioning of software patches and fixes.",0.5094,0.3774,0.0189,0.0377,0.0189,0.0377,0.0
"Resolve any problems with itineraries, service, or accommodations.",0.0833,0.75,0.0417,0.0,0.125,0.0,0.0
Resolve customer complaints or answer customers' questions regarding policies and procedures.,0.2024,0.1822,0.41479999999999995,0.0546,0.09820000000000001,0.0479,0.0
Resolve customer complaints regarding sales and service.,0.3471,0.2397,0.0083,0.0,0.3967,0.0083,0.0
Resolve customer complaints.,0.2849,0.4343,0.029900000000000003,0.0259,0.2151,0.01,0.0
"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",0.39130000000000004,0.3043,0.0435,0.0,0.2609,0.0,0.0
"Resolve garbled or indecipherable messages, using cryptographic procedures and equipment.",0.4468,0.10640000000000001,0.1277,0.1489,0.1702,0.0,0.0
"Resolve personnel problems, complaints, or formal grievances when possible, or refer them to higher-level supervisors for resolution.",0.3065,0.2581,0.0645,0.0161,0.2903,0.0645,0.0
"Resolve problems concerning transportation, logistics systems, imports or exports, or customer issues.",0.2,0.5,0.05,0.05,0.2,0.0,0.0
Resolve worker problems or collaborate with employees to assist in problem resolution.,0.25579999999999997,0.3721,0.0698,0.0233,0.23260000000000003,0.04650000000000001,0.0
"Respond to customer complaints, legal inquiries, payment negotiations, or other post-service matters.",0.198,0.31980000000000003,0.0254,0.0051,0.4416,0.0102,0.0
Respond to customer inquiries or complaints.,0.27699999999999997,0.4959,0.0538,0.0721,0.0949,0.0063,0.0
Respond to medical emergencies by administering basic first aid or by obtaining assistance from paramedics.,0.3214,0.39289999999999997,0.035699999999999996,0.25,0.0,0.0,0.0
"Respond to passengers' questions, requests, or complaints.",0.3234,0.38939999999999997,0.1551,0.0066,0.10890000000000001,0.0165,0.0
Respond to public suggestions and complaints.,0.3077,0.07690000000000001,0.0,0.0,0.5769,0.0385,0.0
"Respond to questions from patrons, and provide information about animals, such as behavior, habitat, breeding habits, or facility activities.",0.23550000000000001,0.19760000000000003,0.2934,0.1637,0.07780000000000001,0.0319,0.0
Respond to requests for assistance during emergencies or crises.,0.0391,0.32170000000000004,0.1609,0.4,0.0478,0.0304,0.0
"Respond to user email inquiries, or set up automated systems to send responses.",0.3946,0.0933,0.0127,0.013300000000000001,0.4781,0.0079,0.0
Retrieve and examine real estate closing files for accuracy and to ensure that information included is recorded and executed according to regulations.,0.2692,0.1923,0.0,0.0385,0.34619999999999995,0.15380000000000002,0.0
"Retrieve electronic assets from repository for distribution to users, collecting and returning to repository, if necessary.",0.5611999999999999,0.07769999999999999,0.0401,0.22399999999999998,0.0636,0.0335,0.0
"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.",0.3618,0.0674,0.018000000000000002,0.009000000000000001,0.2854,0.2584,0.0
"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",0.0783,0.7831,0.0241,0.0,0.0964,0.0181,0.0
"Review and analyze legislation, laws, or public policy and recommend changes to promote or support interests of the general population or special groups.",0.26170000000000004,0.0362,0.2511,0.0319,0.32130000000000003,0.09789999999999999,0.0
"Review and analyze new, proposed, or revised laws, regulations, policies, and procedures to interpret their meaning and determine their impact.",0.3293,0.0527,0.24789999999999998,0.012,0.2754,0.08259999999999999,0.0
"Review and analyze specifications, sketches, drawings, ideas, and related data to assess factors affecting component designs and the procedures and instructions to be followed.",0.249,0.11199999999999999,0.2664,0.0097,0.2896,0.07339999999999999,0.0
"Review and critique proposals, plans, or designs related to water or wastewater treatment systems.",0.36840000000000006,0.0526,0.0526,0.0,0.21050000000000002,0.31579999999999997,0.0
Review and edit standard operating procedures.,0.40909999999999996,0.12119999999999999,0.0455,0.0152,0.40909999999999996,0.0,0.0
"Review and interpret government codes and develop procedures to meet codes and to ensure facility safety, security, and maintenance.",0.4583,0.0833,0.0417,0.0,0.4167,0.0,0.0
"Review and interpret government codes, and develop programs to ensure adherence to codes and facility safety, security, and maintenance.",0.36590000000000006,0.048799999999999996,0.048799999999999996,0.024399999999999998,0.5122,0.0,0.0
Review and update credit and loan files.,0.8125,0.125,0.0,0.0,0.0625,0.0,0.0
Review and update standard operating procedures or quality assurance manuals.,0.3981,0.1204,0.009300000000000001,0.009300000000000001,0.4537,0.009300000000000001,0.0
Review billing for accuracy.,0.44189999999999996,0.25579999999999997,0.0,0.0233,0.1628,0.11630000000000001,0.0
Review books and journal articles for potential publication.,0.2727,0.0182,0.0682,0.0227,0.2227,0.39549999999999996,0.0
"Review catalogs, industry periodicals, directories, trade journals, and Internet sites and consult with other department personnel to locate necessary goods and services.",0.7329000000000001,0.0189,0.0757,0.06860000000000001,0.0922,0.0118,0.0
"Review civil design, engineering, or construction technical documentation to ensure compliance with applicable government or industrial codes, standards, requirements, or regulations.",0.3834,0.083,0.019799999999999998,0.023700000000000002,0.3281,0.16210000000000002,0.0
"Review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",0.27140000000000003,0.053099999999999994,0.4857,0.0,0.151,0.0388,0.0
Review clinical or other medical research protocols and recommend appropriate statistical analyses.,0.1333,0.1333,0.0,0.0,0.7333,0.0,0.0
Review collection reports to determine the status of collections and the amounts of outstanding balances.,0.512,0.1257,0.0269,0.018000000000000002,0.3024,0.015,0.0
Review compiled data on operating costs and revenues to set rates.,0.1898,0.08810000000000001,0.1559,0.013600000000000001,0.5051,0.0475,0.0
"Review complaints, petitions, motions, or pleadings that have been filed to determine issues involved or basis for relief.",0.41509999999999997,0.08810000000000001,0.066,0.009399999999999999,0.3522,0.0692,0.0
Review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations.,0.4667,0.0667,0.0667,0.0,0.2667,0.1333,0.0
Review contents of written orders to ensure adherence to legal requirements.,0.4269,0.0556,0.020499999999999997,0.0088,0.2953,0.193,0.0
"Review data about material assets, net worth, liabilities, capital stock, surplus, income, or expenditures.",0.2973,0.1892,0.16219999999999998,0.0,0.2973,0.0541,0.0
"Review design drawings or technical documents for completeness, correctness, or appropriateness.",0.5556,0.0635,0.0317,0.0,0.1429,0.20629999999999998,0.0
Review documents written by others.,0.2021,0.038900000000000004,0.016200000000000003,0.0218,0.21600000000000003,0.5049,0.0
Review electrical engineering plans to ensure adherence to design specifications and compliance with applicable electrical codes and standards.,0.23329999999999998,0.0667,0.0667,0.0,0.16670000000000001,0.4667,0.0
"Review environmental, historical, or technical reports and publications for accuracy.",0.2188,0.0,0.0,0.0313,0.1563,0.5938,0.0
"Review existing or incoming data for currency, accuracy, usefulness, quality, or completeness of documentation.",0.5461,0.0859,0.0197,0.0079,0.18239999999999998,0.158,0.0
"Review existing standards, controls, or equipment used, recommending changes or upgrades as needed.",0.2361,0.0951,0.1311,0.0,0.3475,0.1902,0.0
"Review files, records, and other documents to obtain information to respond to requests.",0.5855,0.0816,0.0839,0.0297,0.1923,0.0269,0.0
"Review final layouts and suggest improvements, as needed.",0.1613,0.0403,0.0968,0.08869999999999999,0.1935,0.4194,0.0
"Review financial statements, sales or activity reports, or other performance data to identify opportunities for cost reductions or service improvements.",0.22,0.3428,0.0796,0.0054,0.3333,0.0189,0.0
"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",0.30010000000000003,0.3121,0.0482,0.0026,0.3207,0.0163,0.0
Review forensic analysts' reports for technical merit.,0.1905,0.09519999999999999,0.09519999999999999,0.0,0.09519999999999999,0.5238,0.0
Review illustrative material to determine if it conforms to standards and specifications.,0.4,0.1,0.16,0.08,0.16,0.1,0.0
"Review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.",0.2535,0.0161,0.03,0.0023,0.371,0.3272,0.0
Review inventory and sales records to prepare reports for management and budget departments.,0.5185,0.1852,0.0,0.0,0.2963,0.0,0.0
Review legal publications and perform database searches to identify laws and court decisions relevant to pending cases.,0.4147,0.0922,0.106,0.0138,0.3272,0.0461,0.0
Review manuscripts for professional journals.,0.21789999999999998,0.0128,0.0256,0.0128,0.40380000000000005,0.32689999999999997,0.0
Review manuscripts for publication in books and professional journals.,0.1515,0.0226,0.047599999999999996,0.0101,0.2501,0.5182,0.0
Review manuscripts for publication in professional journals.,0.2193,0.0483,0.018600000000000002,0.0,0.4572,0.2565,0.0
Review operational records and reports to project sales and determine profitability.,0.4019,0.10830000000000001,0.0989,0.0192,0.3442,0.0274,0.0
Review operations and confer with technical or administrative staff to resolve production or processing problems.,0.43479999999999996,0.43479999999999996,0.0,0.0435,0.087,0.0,0.0
"Review or approve designs, calculations, or cost estimates.",0.15789999999999998,0.152,0.0322,0.0088,0.2398,0.4094,0.0
Review or draft risk disclosures for offer documents.,0.2593,0.037000000000000005,0.037000000000000005,0.037000000000000005,0.5926,0.037000000000000005,0.0
"Review or update Web page content or links in a timely manner, using appropriate tools.",0.5333,0.2212,0.0059,0.0070999999999999995,0.231,0.0016,0.0
Review orders to determine product types and quantities required to meet demand.,0.3243,0.08109999999999999,0.0,0.0,0.5946,0.0,0.0
Review papers for colleagues and scientific journals.,0.23870000000000002,0.0168,0.0479,0.0039000000000000003,0.2555,0.43729999999999997,0.0
Review papers for publication in journals.,0.3423,0.0254,0.052300000000000006,0.0016,0.3296,0.2488,0.0
"Review papers or serve on editorial boards for scientific journals, and review grant proposals for federal agencies.",0.4,0.0,0.0,0.0,0.4667,0.1333,0.0
"Review papers or serve on editorial boards for scientific journals, and review grant proposals for various agencies.",0.4524,0.023799999999999998,0.0,0.0,0.4286,0.09519999999999999,0.0
"Review patients' dietary restrictions, food allergies, and preferences to ensure patient receives appropriate diet.",0.1186,0.28809999999999997,0.08470000000000001,0.0,0.4576,0.0508,0.0
Review plans and confer with research or support staff to develop new products or processes.,0.1131,0.2738,0.0536,0.0179,0.494,0.047599999999999996,0.0
"Review procedures, such as distribution or inventory management, to ensure maximum efficiency or minimum cost.",0.9278,0.0167,0.0,0.05,0.005600000000000001,0.0,0.0
"Review processing schedules or production orders to make decisions concerning inventory requirements, staffing requirements, work procedures, or duty assignments, considering budgetary limitations and time constraints.",0.3763,0.1505,0.0108,0.0,0.45159999999999995,0.0108,0.0
Review product designs for manufacturability or completeness.,0.2075,0.0849,0.0943,0.028300000000000002,0.2311,0.3538,0.0
"Review project activities and prepare and review research, testing, or operational reports.",0.5906,0.1024,0.0268,0.009399999999999999,0.2488,0.022000000000000002,0.0
"Review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding.",0.2438,0.0495,0.0177,0.0106,0.4311,0.2473,0.0
Review purchase order claims and contracts for conformance to company policy.,0.4706,0.0588,0.0588,0.0,0.1765,0.2353,0.0
Review quality documentation necessary for regulatory submissions and inspections.,0.3492,0.08779999999999999,0.032400000000000005,0.0076,0.34729999999999994,0.17559999999999998,0.0
"Review records or reports for clarity and completeness and maintain records or reports, as required under federal law.",0.39149999999999996,0.0802,0.004699999999999999,0.0189,0.22640000000000002,0.2783,0.0
"Review records or reports pertaining to activities such as production, payroll, or shipping to verify details, monitor work activities, or evaluate performance.",0.47759999999999997,0.1642,0.0149,0.0,0.23879999999999998,0.1045,0.0
Review rents to ensure that they are in line with rental markets.,0.3529,0.0588,0.0,0.0,0.5882000000000001,0.0,0.0
Review reports of securities transactions or price lists to analyze market conditions.,0.5550999999999999,0.16260000000000002,0.10279999999999999,0.0168,0.1439,0.0187,0.0
Review reports submitted by staff members to recommend approval or to suggest changes.,0.5556,0.1389,0.0278,0.0,0.2778,0.0,0.0
"Review rough sketches, drawings, specifications, and other engineering data to ensure that they conform to design concepts.",0.1368,0.0708,0.0708,0.0118,0.2429,0.467,0.0
Review security assessments for computing environments or check for compliance with cybersecurity standards and regulations.,0.43329999999999996,0.1,0.1333,0.16670000000000001,0.0667,0.1,0.0
Review subject matter of materials to be classified and select classification numbers and headings according to classification systems.,0.8462999999999999,0.0512,0.0,0.0053,0.09539999999999998,0.0018,0.0
Review technical documents to ensure completeness and conformance to requirements.,0.2753,0.0668,0.047,0.0068000000000000005,0.299,0.30519999999999997,0.0
"Review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions.",0.18420000000000003,0.024300000000000002,0.0105,0.0033,0.2836,0.4941,0.0
Review work plans to schedule activities.,0.379,0.2419,0.004,0.1331,0.2298,0.0121,0.0
"Review work procedures and operational problems to determine ways to improve service, performance, or safety.",0.2086,0.2207,0.12869999999999998,0.0242,0.3615,0.0562,0.0
"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",0.1797,0.0391,0.5703,0.09380000000000001,0.0859,0.0313,0.0
"Review written, audio, or video copy, and correct errors in content, grammar, or punctuation, following prescribed editorial style and formatting guidelines.",0.21530000000000002,0.021400000000000002,0.019299999999999998,0.0046,0.4935,0.2459,0.0
"Review, develop, or prepare maintenance standards.",0.1765,0.0588,0.0,0.0,0.7646999999999999,0.0,0.0
"Revise existing maps and charts, making all necessary corrections and adjustments.",0.1875,0.1875,0.0,0.0625,0.5625,0.0,0.0
"Revise production schedules when required due to design changes, labor or material shortages, backlogs, or other interruptions, collaborating with management, marketing, sales, production, or engineering.",0.4,0.35,0.0,0.0,0.25,0.0,0.0
Revise work to meet editorial approval or to fit time or space requirements.,0.1026,0.015,0.0049,0.0017000000000000001,0.8591,0.0167,0.0
"Revise written material to meet personal standards and to satisfy needs of clients, publishers, directors, or producers.",0.1493,0.0134,0.0075,0.0026,0.7923,0.0349,0.0
"Schedule and confirm appointments for clients, customers, or supervisors.",0.5710000000000001,0.156,0.0374,0.0172,0.209,0.009399999999999999,0.0
Schedule and make appointments.,0.6565000000000001,0.12,0.0541,0.030600000000000002,0.1388,0.0,0.0
Schedule appointments and maintain and update appointment calendars.,0.6456999999999999,0.14859999999999998,0.02,0.025699999999999997,0.15710000000000002,0.0029,0.0
Schedule appointments for patients.,0.6585,0.122,0.048799999999999996,0.048799999999999996,0.122,0.0,0.0
Schedule appointments for sales representatives to meet with prospective customers or for customers to attend sales presentations.,0.4167,0.125,0.0,0.0417,0.4167,0.0,0.0
Schedule appointments with clients.,0.09519999999999999,0.3333,0.0,0.0,0.5714,0.0,0.0
Schedule client appointments.,0.5926,0.11109999999999999,0.0,0.037000000000000005,0.2593,0.0,0.0
Schedule courses.,0.5238,0.09519999999999999,0.0159,0.0159,0.3492,0.0,0.0
Schedule employee work assignments and set work priorities.,0.5,0.0313,0.0,0.0,0.4375,0.0313,0.0
"Schedule events and organize details, including refreshment, entertainment, decorations, and the collection of any fees.",0.4375,0.0,0.0,0.0,0.5625,0.0,0.0
Schedule medical appointments for patients.,0.4783,0.1739,0.087,0.0435,0.21739999999999998,0.0,0.0
Schedule space or equipment for special programs and prepare lists of participants.,0.4286,0.047599999999999996,0.047599999999999996,0.1905,0.2857,0.0,0.0
"Schedule special events, such as camps, conferences, meetings, seminars, or retreats.",0.2966,0.0932,0.0085,0.0339,0.5678,0.0,0.0
Schedule staff hours and assign duties.,0.125,0.0625,0.0,0.0,0.8125,0.0,0.0
"Schedule use of facilities or catering services for events such as banquets or receptions, and negotiate details of arrangements with clients.",0.5854,0.0732,0.0,0.0732,0.2683,0.0,0.0
"Script, plan, and create animated narrative sequences under tight deadlines, using computer software and hand drawing techniques.",0.2418,0.17579999999999998,0.022000000000000002,0.022000000000000002,0.5275,0.011000000000000001,0.0
"Search electronic sources, such as databases or repositories, or manual sources for information.",0.5724,0.0717,0.1754,0.0409,0.1272,0.0124,0.0
"Search files and contact witnesses, attorneys, or litigants to obtain information for the court.",0.4839,0.0645,0.0,0.0323,0.4194,0.0,0.0
"Search for specific sets of stored, typed characters to make changes.",0.42229999999999995,0.2522,0.0264,0.0059,0.2727,0.020499999999999997,0.0
"Search standard reference materials, including online sources and the Internet, to answer patrons' reference questions.",0.4224,0.0711,0.2734,0.0285,0.1887,0.0158,0.0
Season and cook food according to recipes or personal judgment and experience.,0.7254,0.0775,0.0704,0.0,0.1197,0.006999999999999999,0.0
Seek new ways to improve efficiency and increase profits.,0.4542,0.07690000000000001,0.1026,0.022000000000000002,0.3223,0.022000000000000002,0.0
Seek out new clients and develop clientele by networking to find new customers and generate lists of prospective clients.,0.44439999999999996,0.22219999999999998,0.11109999999999999,0.0556,0.16670000000000001,0.0,0.0
Select and combine the most effective shots of each scene to form a logical and smoothly running story.,0.1993,0.1957,0.0109,0.0,0.5688,0.0254,0.0
"Select and edit documents for publication and display, applying knowledge of subject, literary expression, and presentation techniques.",0.48619999999999997,0.0529,0.009300000000000001,0.014499999999999999,0.42619999999999997,0.0109,0.0
Select appropriate curricula or class structures for educational programs.,0.245,0.0378,0.0414,0.009000000000000001,0.6505,0.016200000000000003,0.0
"Select appropriate tools, safety equipment, and parts, according to job requirements.",0.43479999999999996,0.2609,0.087,0.0,0.21739999999999998,0.0,0.0
Select cartographic elements needed for effective presentation of information.,0.434,0.0189,0.056600000000000004,0.0,0.45280000000000004,0.0377,0.0
"Select electronics equipment, components, or systems to meet functional specifications.",0.15869999999999998,0.254,0.1746,0.0,0.3968,0.0159,0.0
"Select local, state, national, and international news items received from wire services, based on assessment of items' significance and interest value.",0.5152,0.0909,0.0,0.0,0.39390000000000003,0.0,0.0
"Select material most pertinent to presentation, and organize this material into appropriate formats.",0.3481,0.037000000000000005,0.0253,0.0092,0.5658,0.0146,0.0
"Select or assist customers in selecting products based on customer needs, product specifications, and applicable regulations.",0.145,0.2409,0.1186,0.0042,0.4596,0.0318,0.0
"Select photographs, drawings, sketches, diagrams, and charts to illustrate material.",0.25,0.1493,0.0069,0.0034999999999999996,0.5832999999999999,0.0069,0.0
"Select program content, in conjunction with producers and assistants, based on factors such as program specialties, audience tastes, or requests from the public.",0.29410000000000003,0.1765,0.0,0.1176,0.4118,0.0,0.0
"Select programming languages, design tools, or applications.",0.2585,0.1837,0.1497,0.027200000000000002,0.3741,0.0068000000000000005,0.0
"Select substitute titles when requested materials are unavailable, following criteria such as age, education, and interests.",0.4667,0.0667,0.0667,0.0333,0.3333,0.0333,0.0
"Separate materials or products according to size, weight, type, condition, color, or shade.",0.7676000000000001,0.0634,0.0,0.021099999999999997,0.1479,0.0,0.0
"Set educational standards and goals, and help establish policies and procedures to carry them out.",0.40909999999999996,0.0,0.0455,0.0,0.5455,0.0,0.0
Set goals and deadlines for the department.,0.2353,0.0294,0.0,0.0294,0.7059000000000001,0.0,0.0
"Set specifications for materials, dimensions, and finishes.",0.2514,0.0765,0.0874,0.0,0.5738,0.0109,0.0
"Set up and maintain medical files and databases, including records such as x-ray, lab, and procedure reports, medical histories, diagnostic workups, admission and discharge summaries, and clinical resumes.",0.47369999999999995,0.15789999999999998,0.0,0.0,0.36840000000000006,0.0,0.0
"Set up and operate computer editing systems, electronic titling systems, video switching equipment, and digital video effects units to produce a final product.",0.5556,0.0889,0.0444,0.0,0.3111,0.0,0.0
Set up employee work schedules.,0.42,0.0,0.0,0.0,0.58,0.0,0.0
"Share information about religious issues by writing articles, giving speeches, or teaching.",0.44,0.004,0.207,0.005,0.33299999999999996,0.011000000000000001,0.0
"Sketch rough and detailed drawings of apparel or accessories, and write specifications such as color schemes, construction, material types, and accessory requirements.",0.39289999999999997,0.047599999999999996,0.0,0.0,0.5595,0.0,0.0
Solicit sales of new or additional services or products.,0.3182,0.0909,0.0,0.0455,0.5455,0.0,0.0
"Solicit, obtain, and integrate feedback from design and technical staff into original game design.",0.0556,0.16670000000000001,0.0,0.0,0.7778,0.0,0.0
"Sort and file correspondence and perform miscellaneous clerical duties, such as answering correspondence and writing reports.",0.8889,0.0741,0.0,0.0,0.037000000000000005,0.0,0.0
Sort cargo before loading and unloading.,0.9309999999999999,0.0345,0.0,0.0,0.0345,0.0,0.0
"Sort or classify information according to guidelines, such as content, purpose, user criteria, or chronological, alphabetical, or numerical order.",0.6417,0.0576,0.0060999999999999995,0.0054,0.2861,0.0031,0.0
"Sort products or materials into predetermined sequences or groupings for display, packing, shipping, or storage.",0.7143,0.0429,0.0143,0.0143,0.2143,0.0,0.0
"Sort, assemble, and proof completed work.",0.6371,0.0242,0.008100000000000001,0.0161,0.2984,0.0161,0.0
Speak foreign languages to communicate with foreign visitors.,0.1346,0.0096,0.1635,0.6346,0.057699999999999994,0.0,0.0
"Specialize in a particular type of treatment, such as dentistry, pathology, nutrition, surgery, microbiology, or internal medicine.",0.6,0.0,0.3333,0.0,0.0667,0.0,0.0
"Specialize in an area of history or technology, researching topics or items relevant to collections to determine what should be retained or acquired.",0.16,0.0,0.72,0.0,0.04,0.08,0.0
Specify manipulative or computational methods to be applied to models.,0.25370000000000004,0.1805,0.1805,0.0049,0.322,0.058499999999999996,0.0
"Specify power supply requirements and configuration, drawing on system performance expectations and design specifications.",0.22579999999999997,0.22579999999999997,0.129,0.0,0.4194,0.0,0.0
Store completed documents in appropriate locations.,0.7646999999999999,0.1765,0.0,0.0588,0.0,0.0,0.0
"Store, retrieve, and manipulate data for analysis of system capabilities and requirements.",0.4413,0.15789999999999998,0.1093,0.028300000000000002,0.2429,0.0202,0.0
"Study Constitution, statutes, decisions, regulations, and ordinances of quasi-judicial bodies to determine ramifications for cases.",0.29710000000000003,0.025099999999999997,0.205,0.0084,0.4226,0.0418,0.0
Study and analyze information about alternative courses of action to determine which plan will offer the best outcomes.,0.2006,0.1333,0.1578,0.0059,0.43079999999999996,0.0716,0.0
"Study and interpret religious laws, doctrines, or traditions.",0.2327,0.020099999999999996,0.5966,0.0301,0.10099999999999999,0.0195,0.0
Study archival collections of primary historical sources to help explain the origins and development of cultural patterns.,0.39390000000000003,0.060599999999999994,0.303,0.0,0.1515,0.0909,0.0
"Study basic principles of plant and animal life, such as origin, relationship, development, anatomy, and function.",0.0965,0.0044,0.8245999999999999,0.0175,0.0482,0.0088,0.0
"Study diagnostic records, such as medical or dental histories, plaster models of the teeth, photos of a patient's face and teeth, and X-rays, to develop patient treatment plans.",0.2,0.05,0.55,0.0,0.15,0.05,0.0
"Study drawings, specifications, mockups, and product samples to integrate and delineate technology, operating procedure, and production sequence and detail.",0.4561,0.12279999999999999,0.0877,0.0526,0.2807,0.0,0.0
"Study illustrations and photographs to plan presentation of materials, products, or services.",0.4892,0.0484,0.0806,0.0108,0.34950000000000003,0.0215,0.0
Study scripts to become familiar with production concepts and requirements.,0.6667000000000001,0.0,0.0556,0.11109999999999999,0.16670000000000001,0.0,0.0
"Study the chemistry of living processes, such as cell development, breathing and digestion, or living energy changes, such as growth, aging, or death.",0.11109999999999999,0.0,0.8889,0.0,0.0,0.0,0.0
"Study the objectives, promotional policies, or needs of organizations to develop public relations strategies that will influence public opinion or promote ideas, products, or services.",0.2386,0.1257,0.06570000000000001,0.0166,0.5228,0.030600000000000002,0.0
"Study the structure and function of human, animal, and plant tissues, cells, pathogens, and toxins.",0.22219999999999998,0.0556,0.6111,0.0,0.0556,0.0556,0.0
Submit daily reports on facility operations.,0.871,0.0645,0.0,0.0,0.0645,0.0,0.0
"Submit preliminary or finished artwork or project plans to clients for approval, incorporating changes as necessary.",0.22219999999999998,0.0556,0.0,0.0,0.7222,0.0,0.0
"Submit project deliverables to clients, ensuring adherence to quality standards.",0.5135000000000001,0.0,0.0541,0.0,0.4189,0.013500000000000002,0.0
Suggest best methods of packaging or labeling products.,0.1788,0.1173,0.1564,0.005600000000000001,0.5307,0.011200000000000002,0.0
Suggest specific product purchases to meet customers' needs.,0.2359,0.19260000000000002,0.1282,0.0077,0.4167,0.0189,0.0
Suggest treatments to alleviate hair problems.,0.2593,0.1358,0.284,0.0123,0.2346,0.0741,0.0
"Supply guests or travelers with directions, travel information, and other information, such as available services and points of interest.",0.5966,0.1586,0.0379,0.0172,0.18969999999999998,0.0,0.0
"Supply the latest price quotes on any security, as well as information on the activities or financial positions of the corporations issuing these securities.",0.3333,0.1429,0.4286,0.0,0.047599999999999996,0.047599999999999996,0.0
"Support children's emotional and social development, encouraging understanding of others and positive self-concepts.",0.2444,0.0741,0.20739999999999997,0.2148,0.1481,0.11109999999999999,0.0
Support the development of training materials and technical manuals.,0.3521,0.0892,0.06570000000000001,0.018799999999999997,0.46009999999999995,0.0141,0.0
Synthesize current business intelligence or trend data to support recommendations for action.,0.33130000000000004,0.1638,0.1107,0.0078000000000000005,0.3489,0.037599999999999995,0.0
"Talk to children's parents or guardians about problematic behaviors, emotional or developmental problems, or related issues.",0.1884,0.2918,0.3617,0.045599999999999995,0.076,0.0365,0.0
"Talk to coworkers using electronic devices, such as computers and radios.",0.5897,0.0385,0.0,0.2051,0.15380000000000002,0.0128,0.0
Talk to customers to convey information about events or activities.,0.5217,0.1739,0.0435,0.0,0.2609,0.0,0.0
"Talk with clients during art or other therapy sessions to build rapport, acknowledge their progress, or reflect upon their reactions to the artistic process.",0.2778,0.0556,0.0,0.5556,0.11109999999999999,0.0,0.0
"Teach a variety of subjects, such as English, mathematics, and social studies.",0.3636,0.0101,0.4949,0.0,0.11109999999999999,0.0202,0.0
Teach artistic techniques to children or adults.,0.1183,0.129,0.6344,0.0,0.1183,0.0,0.0
Teach classes or courses to students.,0.18030000000000002,0.0215,0.718,0.0063,0.0636,0.0104,0.0
"Teach courses or seminars on topics, such as budgeting, management of personal finances, or financial literacy.",0.1418,0.0075,0.8059999999999999,0.0075,0.0373,0.0,0.0
Teach courses within their department.,0.47369999999999995,0.0,0.36840000000000006,0.10529999999999999,0.0526,0.0,0.0
Teach in colleges and universities.,0.375,0.0,0.5,0.0,0.125,0.0,0.0
"Teach individual and team sports to participants through instruction and demonstration, using knowledge of sports techniques and of participants' physical capabilities.",0.3378,0.1149,0.4189,0.0,0.1149,0.013500000000000002,0.0
Teach instructional courses and advise students.,0.1096,0.3014,0.2192,0.0137,0.2877,0.06849999999999999,0.0
Teach instructors to use instructional technology or to integrate technology with teaching.,0.0,0.6,0.3333,0.0667,0.0,0.0,0.0
"Teach library patrons basic computer skills, such as searching computerized databases.",0.11109999999999999,0.3333,0.47619999999999996,0.023799999999999998,0.0556,0.0,0.0
Teach patient education programs that include information required to make informed health care and treatment decisions.,0.4412,0.0,0.4412,0.0147,0.10289999999999999,0.0,0.0
Teach residents or medical students about pediatric topics.,0.3889,0.0,0.43329999999999996,0.0,0.16670000000000001,0.0111,0.0
