task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
"provide consultation to clients or other engineers on topics such as climate control systems, energy modeling, data logging, energy management control systems, lighting or daylighting design, sustainable design, and energy auditing.",,,,,1.0,,
provide consultation to nurses regarding hardware or software configuration.,,,,,1.0,,
"provide consultation to other health care providers in areas such as patient discharge, patient care, or clinical procedures.",,,,,1.0,,
"provide consultation, support, or education to groups such as parents and teachers.",0.4110429447852761,,0.196319018404908,,0.049079754601227,0.34355828220858897,
"provide consultative services in areas such as equipment or product evaluation, plant construction or layout, or food safety systems.",,,,,1.0,,
"provide consulting services in fields such as resource development and management, business location and market area analysis, environmental hazards, regional cultural history, and urban social planning.",,,,,1.0,,
provide consulting services to other physicians.,,,,,1.0,,
"provide counseling to patient and family members by providing information, education, or reassurance.",,,0.65,,0.35,,
"provide counseling to radiologic patients to explain the processes, risks, benefits, or alternative treatments.",,,,,1.0,,
"provide current and prospective employees with information about policies, job duties, working conditions, wages, opportunities for promotion and employee benefits.",0.3308270676691729,,0.3233082706766917,,0.08270676691729323,0.2631578947368421,
"provide customer assistance and information, such as giving directions or handling wheelchairs.",0.37349397590361444,,,,0.22891566265060243,0.3975903614457831,
provide customer service by greeting and assisting customers and responding to customer inquiries and complaints.,0.3344947735191638,0.0627177700348432,,0.21602787456445996,0.07317073170731707,0.313588850174216,
"provide customer support and education, working with users to identify needs, determine sources of problems, or to provide information on product use.",0.2508250825082508,0.11551155115511551,0.1716171617161716,,0.0264026402640264,0.3267326732673268,0.10891089108910892
"provide customer with brochures and publications containing travel information, such as local customs, points of interest, or foreign country regulations.",0.42931937172774876,,0.2617801047120419,,0.03664921465968586,0.27225130890052357,
provide customers with information about casino operations.,0.7330097087378641,,,,0.11165048543689321,0.1553398058252427,
provide customers with information about local roads or highways.,0.4,,0.36,,0.24,,
"provide customers with information about the uses, effects, or interactions of drugs.",0.21532846715328463,0.029197080291970802,0.6587591240875912,,0.02554744525547445,0.07116788321167883,
"provide customers with information on routes, gates, prices, timetables, terminals, or concourses.",0.45535714285714285,,0.23214285714285715,,0.125,0.1875,
"provide customers with information such as quotes, orders, sales, shipping, warranties, credit, funding options, incentives, or tax rebates.",0.36363636363636365,,0.2727272727272727,,0.05454545454545454,0.3090909090909091,
provide customers with ongoing technical support.,,,,,1.0,,
"provide customers with travel suggestions and information sources, such as guides, directories, brochures, and maps.",0.4357142857142857,0.03253968253968254,0.1507936507936508,,0.007936507936507936,0.353968253968254,0.01904761904761905
provide detailed port information to importers or exporters.,,,,,1.0,,
"provide dietitians with assistance researching food, nutrition, or food service systems.",0.525,,,,0.275,0.2,
"provide direct assistance to farmers by performing activities such as purchasing or selling products and supplies, supervising properties, and collecting soil and herbage samples for testing.",0.4098360655737705,,,,0.3114754098360656,0.2786885245901639,
provide direction and assistance to other organizational units regarding accounting and budgeting policies and procedures and efficient control and utilization of financial resources.,,,,,1.0,,
provide directions and respond to passenger inquiries.,0.43636363636363634,,,,0.5636363636363636,,
provide education and counseling on illness and injury prevention.,,,0.7894736842105263,,0.21052631578947367,,
provide education or counseling to individuals and families.,,,0.7727272727272727,,0.22727272727272727,,
"provide educational information about physical therapy or physical therapists, injury prevention, ergonomics, or ways to promote health.",0.1506849315068493,0.0547945205479452,0.6541095890410957,,0.05136986301369863,0.08904109589041095,
"provide educational programs on topics such as classroom management, teaching strategies, or parenting skills.",0.375,,0.2857142857142857,,0.07142857142857142,0.26785714285714285,
provide emergency medical instructions to callers.,,,,,1.0,,
provide employees with guidance in handling difficult or complex problems or in resolving escalated complaints or disputes.,0.194888178913738,,0.14696485623003197,,0.025559105431309903,0.463258785942492,0.1693290734824281
provide entertainment at special events by performing activities such as drawing cartoons.,,,0.46875,,0.53125,,
provide expertise to help financial institutions manage risks and maximize returns associated with investment products or credit offerings.,,,0.7142857142857143,,0.2857142857142857,,
provide feedback and recommendations to developers on software usability and functionality.,0.11807817589576547,0.07614006514657981,0.5128257328990228,0.04051302931596091,,0.09161237785016287,0.16083061889250813
"provide feedback to students using positive reinforcement techniques to encourage, motivate, or build confidence in students.",,,,,0.4047619047619048,0.5952380952380952,
provide formal and informal education to other staff members.,,,,,1.0,,
"provide guests with information about local areas, including giving directions.",0.5172413793103448,,,,0.48275862068965525,,
provide guidelines for implementing secure systems to customers or installation teams.,0.19313304721030045,0.13304721030042918,0.5064377682403434,,0.05150214592274678,0.11587982832618024,
provide individual support or counseling in general wellness or nutrition.,0.13416320885200553,0.035961272475795295,0.6911018902720147,0.01429230059935454,,0.06869525126786538,0.0557860765329645
provide individualized instruction and tutorial or remedial instruction.,0.37209302325581395,,0.37209302325581395,,0.2558139534883721,,
provide information about community health and social resources.,0.8880597014925374,,,,0.11194029850746269,,
"provide information about facilities, entertainment options, and rules and regulations.",0.3971962616822429,,0.22897196261682243,,0.09813084112149532,0.2757009345794392,
"provide information about local features, such as shopping, dining, nightlife, or recreational destinations.",0.5331724969843183,0.04825090470446319,0.10373944511459593,,0.020506634499396867,0.2943305186972256,
"provide information about potential health hazards and possible interventions to the media, the public, other health care professionals, or local, state, and federal health authorities.",0.625,,0.296875,,0.078125,,
"provide information about rental items, such as availability, operation, or description.",0.5113122171945701,0.07239819004524888,0.14027149321266968,,0.07692307692307693,0.1990950226244344,
"provide information about the physical and emotional processes involved in the pregnancy, labor, birth, and postpartum periods.",0.10644257703081232,,0.7310924369747899,,0.04481792717086835,0.07282913165266107,0.04481792717086835
"provide information about wildlife varieties and habitats, as well as any relevant regulations, such as those pertaining to hunting and fishing.",,,0.5862068965517241,,0.41379310344827586,,
"provide information about, and enforce, regulations such as those concerning environmental protection, resource utilization, fire safety and accident prevention.",,,0.5483870967741935,,0.4516129032258064,,
"provide information and advice regarding drug interactions, side effects, dosage, and proper medication storage.",0.1536926147704591,0.04091816367265469,0.6826347305389223,,0.006986027944111777,0.062375249500998,0.053393213572854294
"provide information and advice to the public regarding the selection, purchase, and care of products.",0.35306553911205074,0.05614282358468405,0.2111815832746065,0.01855766972046042,,0.28964059196617337,0.0714117923420249
provide information concerning the circumstances of death to relatives of the deceased.,,,0.6949152542372882,,0.3050847457627119,,
provide information for teachers and staff members involved in helping students or graduates identify and pursue employment opportunities.,0.4142857142857143,,,,0.2714285714285714,0.3142857142857143,
provide information from the institution's holdings to other curators and to the public.,0.29301075268817206,,0.41397849462365593,,0.04838709677419355,0.2043010752688172,0.04032258064516129
"provide information on funeral service options, products, or merchandise and maintain a casket display area.",,,,,1.0,,
"provide information or counseling regarding issues such as animal health care, behavior problems, or nutrition.",,,0.5441176470588235,,0.45588235294117646,,
"provide information or recommendations to farmers or other landowners regarding ways in which they can best use land, promote plant growth, or avoid or correct problems such as erosion.",,,,,0.625,0.375,
provide information or refer individuals to public or private agencies or community services for assistance.,,,0.4772727272727273,,0.5227272727272727,,
"provide information or technical or program assistance to government representatives, employers, or the general public on the issues of public health, environmental protection, or workplace safety.",,,,,1.0,,
provide information regarding the judicial system or other legal issues through the media and public speeches.,,,,,1.0,,
"provide information such as directions, visiting hours, or patient status information to visitors or callers.",0.5142857142857142,,0.22857142857142856,,0.02857142857142857,0.22857142857142856,
"provide information to customers on the care of trees, shrubs, flowers, plants, and lawns.",0.2125,,0.5375,,0.25,,
"provide information to employees and managers on payroll matters, tax issues, benefit plans, and collective agreement provisions.",0.31690140845070425,,0.2676056338028169,,0.07746478873239436,0.3380281690140845,
"provide information to the patient about the proposed intervention, its material risks and expected benefits, and any reasonable alternatives.",,,,,1.0,,
provide information to the public by leading workshops and training programs and by developing educational materials.,0.31914893617021284,,0.46808510638297884,,0.2127659574468085,,
"provide information, guidance, and preparation for the general equivalency diploma (ged) examination.",0.13860759493670882,,0.769620253164557,0.028481012658227847,0.003164556962025316,0.03291139240506329,0.02721518987341772
"provide information, technical assistance, or training to supervisors, managers, or employees on topics such as employee supervision, hiring, grievance procedures, or staff development.",0.2459016393442623,,0.1557377049180328,,0.09426229508196719,0.5040983606557375,
"provide instructions to clients on how to obtain help with legal, financial, and other personal issues.",0.26573426573426573,,0.48951048951048953,,0.11188811188811189,0.1328671328671329,
provide instructions to patients or family members concerning diagnoses or treatment plans.,0.16304347826086957,,0.5543478260869565,,0.05434782608695652,0.22826086956521738,
provide instructors with assistance in the use of audiovisual equipment.,,,0.5106382978723404,,0.48936170212765956,,
"provide logistics technology or information for effective and efficient support of product, equipment, or system manufacturing or service.",,,,,1.0,,
"provide management with information or training related to interviewing, performance appraisals, counseling techniques, or documentation of performance issues.",,,,,0.36363636363636365,0.6363636363636364,
provide media commentary or criticism related to public policy and political issues and events.,,,,,1.0,,
provide new-employee health and safety orientations and develop materials for these presentations.,0.7391304347826086,,,,0.2608695652173913,,
"provide occupational, educational, and other information to individuals so that they can make educational and vocational plans.",0.26735559088500266,0.024377318494965553,0.4594594594594595,0.015368309485956544,,0.20508744038155802,0.028351881293057764
provide ophthalmic consultation to other medical professionals.,,,,,1.0,,
provide or coordinate troubleshooting support for data warehouses.,0.20588235294117646,0.05514705882352941,0.6397058823529412,,0.09926470588235292,,
provide passengers with information about the local area and points of interest or give advice on hotels and restaurants.,,,,,1.0,,
"provide patients and families with emotional support and instruction in areas such as caring for infants, preparing healthy meals, living independently, or adapting to disability or illness.",,,0.7045454545454546,,0.29545454545454547,,
provide patients or caregivers with assistance in locating health care resources.,0.35555555555555557,,0.38888888888888895,,0.0925925925925926,0.16296296296296298,
"provide patients undergoing eye surgeries, such as cataract and laser vision correction, with pre- and post-operative care.",,,,,1.0,,
"provide patients with direct family planning services such as inserting intrauterine devices, dispensing oral contraceptives, and fitting cervical barriers including cervical caps or diaphragms.",,,0.7407407407407408,,0.25925925925925924,,
"provide patients with help moving in and out of beds, baths, wheelchairs, or automobiles and with dressing and grooming.",,,,,1.0,,
"provide patients with information about the inheritance of conditions such as breast, ovarian, prostate and colon cancer; cardiovascular disease; alzheimer's disease; and diabetes.",,,0.7777777777777779,,0.2222222222222222,,
"provide patients with information needed to promote health, reduce risk factors, or prevent disease or disability.",0.08333333333333331,,0.8229166666666665,,0.09375,,
provide performers with makeup removal assistance after performances have been completed.,,,,,1.0,,
provide postoperative instructions prescribed by dentist.,,,0.7142857142857143,,0.2857142857142857,,
provide postpartum patients with contraceptive and family planning information.,,,0.8431372549019608,,0.15686274509803919,,
"provide primary health care, including pregnancy and childbirth, to women.",,,,,1.0,,
"provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",0.24665728360309638,0.015130190007037301,0.5202908749706779,0.017593244194229415,,0.1508327468918602,0.049495660333098754
"provide product information, using lectures, films, charts, or slide shows.",0.39583333333333326,,0.39583333333333326,,0.04166666666666666,0.16666666666666663,
provide professional consulting services to government or industry.,0.24818840579710144,0.02657004830917874,0.26871980676328505,0.024758454106280192,,0.36231884057971014,0.06944444444444445
"provide professional consulting services to government, educational institutions, or industry.",0.2535421327367636,0.029082774049217,0.2527964205816554,0.023862788963460103,,0.3564504101416853,0.0842654735272185
"provide program information to the public by preparing and presenting press releases, conducting media campaigns, or maintaining program-related web sites.",,,,,1.0,,
"provide project management services, including the provision and analysis of technical data.",,,,,1.0,,
provide psychological or administrative services and advice to private firms and community agencies regarding mental health programs or individual cases.,0.16666666666666663,,0.6551724137931035,,0.06321839080459771,0.11494252873563218,
"provide public education and consultation to other professionals or groups regarding counseling services, issues, and methods.",0.15517241379310343,,0.6120689655172413,,0.05172413793103448,0.18103448275862066,
provide reference services and assistance for users needing archival materials.,0.3129770992366413,,0.3740458015267176,,0.09160305343511449,0.22137404580152675,
"provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",0.2268041237113402,,0.5154639175257731,,0.25773195876288657,,
provide requested information on students' progress and the development of case plans.,0.5416666666666665,,,,0.125,0.33333333333333326,
provide road information to assist motorists.,0.6146788990825688,,0.11926605504587157,,0.06422018348623854,0.2018348623853211,
"provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems.",,,0.5864197530864198,,0.2530864197530864,0.16049382716049382,
"provide services to customers, such as order placement or account information.",0.6403508771929824,,,,0.12280701754385964,0.23684210526315788,
provide special services such as investment banking for clients with more specialized needs.,,,,,1.0,,
"provide specialized services to help patients manage conditions such as diabetes, asthma, smoking cessation, or high blood pressure.",,,,,1.0,,
"provide staff and users with assistance solving computer related problems, such as malfunctions and program problems.",0.24615384615384617,,0.3384615384615385,,0.4153846153846154,,
provide staff with assistance in performing difficult or complicated duties.,,,,,0.3857142857142858,0.6142857142857143,
"provide statistical and computational tools for biologically based activities such as genetic analysis, measurement of gene expression, and gene function determination.",0.28333333333333327,,0.36111111111111105,,0.1611111111111111,0.19444444444444448,
provide statistical modeling advice to other departments.,,,,,1.0,,
"provide students with information on such topics as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs.",0.3754716981132076,0.028301886792452838,0.3415094339622641,0.028301886792452838,,0.1811320754716981,0.045283018867924525
"provide support and information to functional areas such as marketing, clinical monitoring, and medical affairs.",,,,,1.0,,
provide support to technical sales staff regarding product characteristics.,,,,,1.0,,
"provide supportive materials for exhibits and displays, such as press kits and advertising, posters, brochures, catalogues, and invitations and publicity notices.",,,,,1.0,,
provide system design and integration recommendations.,0.2427616926503341,,0.465478841870824,,0.028953229398663696,0.22271714922049,0.04008908685968819
provide technical advice and guidance to organizations on how to handle health-related problems and make needed changes.,,,,,1.0,,
"provide technical advice on the use of current instructional technologies, including computer-based training, desktop videoconferencing, multimedia, and distance learning technologies.",0.07388441843452817,0.013167520117044623,0.8346744696415507,0.02706656912948062,,0.0365764447695684,0.014630577907827357
"provide technical advice to industrial or managerial personnel regarding design, construction, or program modifications or structural repairs.",,,0.6447368421052632,,0.35526315789473684,,
"provide technical and non-technical support and services to clients or other staff members regarding the use, operation, and maintenance of equipment.",0.2518248175182482,0.1386861313868613,0.3175182481751825,0.06934306569343066,,0.14233576642335766,0.08029197080291971
"provide technical assistance in resolving electrical engineering problems encountered before, during, or after construction.",,,0.49137931034482757,,0.29310344827586204,0.21551724137931033,
"provide technical assistance to installers, technicians, or other solar professionals in areas such as solar electric systems, solar thermal systems, electrical systems, and mechanical systems.",,,0.5294117647058824,,0.4705882352941176,,
provide technical customer service.,0.21354166666666663,0.140625,0.44791666666666674,,0.05729166666666666,0.140625,
provide technical expertise in geographic information systems (gis) technology to clients or users.,,,0.4805194805194805,,0.2337662337662337,0.2857142857142857,
provide technical expertise or support related to manufacturing.,0.32394366197183105,,0.43661971830985913,,0.23943661971830985,,
provide technical guidance or support for the development or troubleshooting of systems.,0.11697497279651796,0.04026115342763874,0.6403699673558215,0.015778019586507073,,0.13492927094668117,0.051686615886833515
"provide technical guidance or support to customers on topics such as nanosystem start-up, maintenance, or use.",0.2923076923076924,,0.4461538461538462,,0.2615384615384616,,
"provide technical information about solar power, solar systems, equipment, and services to potential customers or dealers.",0.25333333333333335,,0.49333333333333335,,0.25333333333333335,,
"provide technical information about test results to physicians, family members, or researchers.",0.1927710843373494,,0.7228915662650602,,0.08433734939759036,,
provide technical or administrative support for sustainability programs or issues.,0.4090909090909091,,,,0.5909090909090909,,
"provide technical or logistical support to users of distance learning classrooms, equipment, web sites, or services.",0.4390243902439025,,,,0.5609756097560976,,
provide technical or scientific guidance to technical staff in the conduct of biofuels research or development.,,,0.9101123595505618,,0.08988764044943821,,
provide technical support during software installation or configuration.,,,,,1.0,,
provide technical support for computer-based geographic information systems (gis) mapping software.,,0.2876712328767123,0.3835616438356164,,0.3287671232876712,,
"provide technical support for existing reports, dashboards, or other tools.",0.2839506172839506,0.2222222222222222,0.1851851851851852,,0.308641975308642,,
provide technical support for radio frequency identification device (rfid) technology.,,,0.5238095238095238,,0.4761904761904761,,
provide technical support for robotic systems.,0.11515151515151516,0.3,0.4121212121212121,,0.03333333333333333,0.07272727272727271,0.06666666666666667
provide technical support on water resource or treatment issues to government agencies.,,,0.4705882352941176,,0.5294117647058824,,
provide technical support or assistance to chemists or engineers.,0.12543554006968638,0.2961672473867596,0.34843205574912894,,0.010452961672473868,0.132404181184669,0.08710801393728224
provide technical support or instruction to staff or customers regarding electronics equipment standards.,0.2737430167597765,0.11173184357541899,0.35754189944134085,,0.08938547486033518,0.16759776536312848,
provide technical support to clients in the implementation of designed instruction or in task analyses and instructional systems design.,0.12307692307692308,0.09230769230769231,0.6061538461538462,,0.04,0.07076923076923076,0.06769230769230769
"provide technical support to designers, marketing and sales departments, suppliers, engineers and other team members throughout the product development and implementation process.",,,,,1.0,,
provide technical support to junior staff or clients.,0.22972972972972971,,0.19594594594594597,,0.060810810810810814,0.41216216216216217,0.10135135135135137
"provide technical support to users or clients regarding the maintenance, development, or operation of geographic information systems (gis) databases, equipment, or applications.",0.14189189189189189,0.40540540540540543,0.3108108108108108,,0.14189189189189189,,
"provide the musical background for live shows such as ballets, operas, musical theatre, and cabarets.",,,0.5172413793103448,,0.48275862068965525,,
"provide tourists with assistance in obtaining permits and documents such as visas, passports, and health certificates, and in converting currency.",0.4090909090909091,,0.38636363636363635,,0.20454545454545456,,
provide training and supervision in therapy techniques and objectives for students or nurses and other medical staff.,,,,,1.0,,
"provide training direction, encouragement, motivation, and nutritional advice to prepare athletes for games, competitive events, or tours.",0.1588235294117647,0.21176470588235294,0.28235294117647053,,0.1176470588235294,0.2294117647058824,
provide training or technical assistance in web site implementation or use.,0.14285714285714285,,0.75,,0.10714285714285714,,
"provide user applications or engineering support or recommendations for new or existing equipment with regard to installation, upgrades, or enhancements.",,,0.5979381443298969,,0.2268041237113402,0.17525773195876287,
provide user support by diagnosing network and device problems and implementing technical or procedural solutions.,,0.3953488372093023,,,0.6046511627906976,,
provide users with technical support for computer problems.,0.1487603305785124,0.2809917355371901,0.39669421487603307,,0.17355371900826447,,
"provide, or refer patients to other providers for, education or counseling on topics such as genetic testing, newborn care, contraception, and breastfeeding.",0.09230769230769231,,0.7487179487179487,,0.15897435897435896,,
"publish educational information for other pharmacists, doctors, or patients.",,,0.8695652173913043,,0.13043478260869565,,
purchase new or used items from online or physical sources for resale via retail or auction web site.,0.5,,,,0.5,,
"purchase or negotiate placement of listings in local search engines, directories, or digital mapping technologies.",0.39655172413793105,,0.2586206896551724,,0.3448275862068966,,
quantify energy consumption to establish baselines for energy use or need.,,,,,1.0,,
"quote prices, credit terms, or other bid specifications.",,,,,1.0,,
"read and analyze incoming memos, submissions, and reports to determine their significance and plan their distribution.",,,,,1.0,,
read and effectively interpret small-scale maps and information from a computer screen to determine locations and provide directions.,0.5772357723577236,,,,0.21138211382113822,0.21138211382113822,
"read and interpret blueprints, schematics, work specifications, drawings, or charts.",0.38095238095238093,,,,0.6190476190476191,,
"read and interpret blueprints, technical drawings, schematics, or computer-generated reports.",,,,,1.0,,
"read and interpret electronic circuit diagrams, function block diagrams, specifications, engineering drawings, and service manuals.",0.2727272727272727,,0.4,,0.32727272727272727,,
"read and interpret maintenance manuals, service bulletins, and other specifications to determine the feasibility and method of repairing or replacing malfunctioning or damaged components.",,,,,1.0,,
read and interpret maps to determine vehicle routes.,0.44,,,,0.56,,
"read and interpret schematic drawings, diagrams, blueprints, specifications, work orders, or reports to determine materials requirements or assembly instructions.",,,,,1.0,,
read blueprints and specifications to determine job requirements.,,,,,1.0,,
"read blueprints or other specifications to determine methods of installation, work procedures, or material or tool requirements.",0.3150684931506849,,0.3013698630136986,,0.1643835616438356,0.2191780821917808,
"read blueprints to determine location, size, capacity, and type of components needed to build refrigeration system.",,,,,1.0,,
"read blueprints, illustrations, or specifications to determine layouts, sequences of operations, or identities or relationships of parts.",,,,,1.0,,
"read blueprints, schematics, diagrams, or technical orders to determine methods and sequences of assembly.",,,,,1.0,,
read corporate reports and calculate ratios to determine best prospects for profit on stock purchases.,,,,,1.0,,
"read current literature, attend meetings or conferences, and talk with colleagues to keep abreast of methodological or conceptual developments in fields such as biostatistics, pharmacology, life sciences, and social sciences.",0.2222222222222222,,0.5641025641025641,,0.2136752136752137,,
"read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in genetics.",0.15942028985507245,,0.6521739130434783,,0.1884057971014493,,
"read current scientific or trade literature to stay abreast of scientific, industrial, or technological advances.",0.1986301369863014,,0.684931506849315,,0.11643835616438356,,
read documents on pleadings and motions to ascertain facts and issues.,0.6212121212121212,,,,0.37878787878787884,,
"read food order slips or receive verbal instructions as to food required by patron, and prepare and cook food according to instructions.",0.3544303797468354,0.12658227848101267,0.34177215189873417,,0.02109704641350211,0.1561181434599156,
"read from sacred texts such as the bible, torah, or koran.",0.330498177399757,0.00850546780072904,0.4272985014175779,0.015795868772782502,,0.18266504657756177,0.03523693803159174
"read from scripts or books to narrate action or to inform or entertain audiences, utilizing few or no stage props.",0.34343434343434337,,0.31313131313131315,,0.16161616161616163,0.18181818181818182,
"read gauges or charts, and record data obtained.",,,,,1.0,,
read incoming correspondence to ascertain nature of writers' concerns and to determine disposition of correspondence.,,,,,1.0,,
"read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",0.10904920767306088,0.021684737281067557,0.8031693077564637,0.024603836530442038,,0.02627189324437031,0.015221017514595496
read maps and follow written and verbal geographic directions.,0.5588235294117647,,0.1323529411764706,,0.08088235294117646,0.22794117647058823,
"read material to determine index items and arrange them alphabetically or topically, indicating page or chapter location.",0.5714285714285714,,,,0.4285714285714285,,
"read plans, instructions, or specifications to determine work activities.",,,,,1.0,,
"read publications, attend showings, and study competing products and design styles and motifs to obtain perspective and generate design concepts.",0.39490445859872614,,0.12738853503184713,0.10191082802547773,0.08917197452229299,0.28662420382165604,
read scripts and confer with producers to determine the types and numbers of performers required for a given production.,0.673469387755102,,,,0.326530612244898,,
read scripts and consult directors and other production staff to develop design concepts and plan productions.,0.6323529411764706,,,,0.1715686274509804,0.19607843137254904,
"read scripts in order to determine location, set, and design requirements.",0.5,,,,0.5,,
read service guides to find information needed to perform repairs.,,,0.5925925925925926,,0.4074074074074074,,
"read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",0.6774193548387096,,,,0.3225806451612903,,
"read specifications or blueprints to determine the locations, quantities, or sizes of materials required.",0.39583333333333326,,,,0.22916666666666663,0.375,
"read specifications, blueprints, and work orders to determine setups, temperatures, and time settings required to mold, form, or cast plastic materials, as well as to plan production sequences.",,,,,1.0,,
"read specifications, such as blueprints, charts, or schematics, to determine machine settings or adjustments.",0.4576271186440678,,0.2542372881355932,,0.288135593220339,,
"read specifications, such as blueprints, to determine construction requirements or to plan procedures.",0.5405405405405406,,,,0.4594594594594595,,
read technical literature and participate in continuing education or professional associations to maintain awareness of current database technology and best practices.,0.07547169811320754,,0.8517520215633422,,0.07277628032345014,,
"read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",0.26666666666666666,,0.4,,0.33333333333333326,,
"read trade journals and professional literature to stay informed on trends, innovations, and changes that affect media planning.",0.8857142857142857,,,,0.11428571428571428,,
"read work orders, blueprints, plans, datasheets or site drawings to determine work to be done.",,,,,1.0,,
"read written materials, such as legal documents, scientific works, or news reports, and rewrite material into specified languages.",0.5966149506346967,0.008697696285848613,0.0693464974141984,0.008227550540667606,,0.2931358721203573,0.023977433004231316
"read, evaluate and edit manuscripts or other materials submitted for publication and confer with authors regarding changes in content, style or organization, or publication.",0.2356143079315708,0.015552099533437013,0.08009331259720062,0.018662519440124415,,0.39968895800933124,0.250388802488336
receive and respond to customer complaints.,,,,,1.0,,
"receive and store food supplies, equipment, and utensils in refrigerators, cupboards, and other storage areas.",0.3846153846153847,,0.4871794871794872,,0.1282051282051282,,
"receive charge slips or credit applications by mail, or receive information from salespeople or merchants by telephone.",0.425531914893617,,,,0.5744680851063831,,
"receive payment by cash, check, credit cards, vouchers, or automatic debits.",0.33333333333333326,,0.37121212121212127,,0.1590909090909091,0.13636363636363635,
receive payment or obtain credit authorization.,0.2307692307692308,,0.4230769230769231,,0.15384615384615383,0.19230769230769237,
"receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",,,,,1.0,,
"receive, relay, and act upon instructions and inquiries from train operations and customer service center personnel.",,,,,1.0,,
"recommend actions related to historical art, such as which items to add to a collection or which items to display in an exhibit.",0.3294117647058823,,,,0.2,0.29411764705882354,0.17647058823529413
"recommend actions to ensure compliance with laws and regulations, or to protect solvency of institutions.",,,,,1.0,,
"recommend and explain the use of cosmetics, lotions, and creams to soften and lubricate skin and enhance and restore natural appearance.",0.25925925925925924,,0.41666666666666674,,0.08333333333333331,0.24074074074074076,
recommend and provide advice on a wide variety of products and services.,0.3948296122209165,0.04230317273795535,0.11985898942420685,,0.011750881316098707,0.38307873090481787,0.0481786133960047
recommend assistive devices according to patients' needs or nature of impairments.,,,,,1.0,,
recommend changes that could improve service and increase operational efficiency.,,,,,0.5833333333333334,0.41666666666666674,
"recommend changes to curricula or delivery methods, based on information such as instructional effectiveness data, current or future performance requirements, feasibility, and costs.",,,,,1.0,,
"recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",0.32,,0.37333333333333335,,0.10666666666666667,0.2,
recommend design modifications to eliminate machine or system malfunctions.,,,0.33333333333333326,,0.38095238095238093,0.2857142857142857,
recommend diagnostic tests based on patients' histories and physical examination findings.,,,0.7916666666666665,,0.20833333333333337,,
"recommend educational materials or resources to clients on matters such as financial planning, budgeting, or credit.",0.3671875,,0.39583333333333326,,0.04947916666666666,0.1875,
"recommend financial products, such as stocks, bonds, mutual funds, or insurance.",0.3566775244299674,0.04343105320304017,0.2079261672095548,,0.0032573289902280127,0.33333333333333326,0.05537459283387622
recommend improvements in security systems or procedures.,0.20270270270270271,,0.3783783783783784,,0.41891891891891897,,
"recommend instructional methods, such as individual or group instruction, self-study, lectures, demonstrations, simulation exercises, and role-playing, appropriate for content and learner characteristics.",,,,,1.0,,
"recommend investments and investment timing to companies, investment firm staff, or the public.",0.48518518518518516,0.05555555555555555,0.14444444444444446,,0.007407407407407408,0.24074074074074076,0.06666666666666667
recommend merchandise or services that will meet customers' needs.,0.3153846153846154,,,,0.18461538461538463,0.5,
"recommend methods for improving utilization of personnel, material, and utilities.",,,,,1.0,,
recommend methods to increase lifestyle physical activity.,0.11428571428571428,,0.6888888888888889,,0.06031746031746032,0.06031746031746032,0.0761904761904762
recommend new equipment or software packages.,0.23696682464454977,,0.46919431279620855,,0.07109004739336493,0.2227488151658768,
recommend new systems and processes to improve operations.,0.36065573770491804,,,,0.2459016393442623,0.39344262295081966,
"recommend optimal transportation modes, routing, equipment, or frequency.",,,,,1.0,,
"recommend preservation procedures, such as control of temperature and humidity, to curatorial and building staff.",,,,,1.0,,
recommend procedures or equipment or software upgrades to increase data accessibility or ease of use.,,,0.37209302325581395,,0.627906976744186,,
"recommend products to customers, based on customers' needs and interests.",0.38888888888888895,,,,0.21296296296296297,0.39814814814814814,
"recommend purchase of new or improved technology, such as automated systems.",,,0.34615384615384615,,0.3269230769230769,0.3269230769230769,
recommend purchase of storage equipment and design area layout to locate equipment in space available.,,,,,1.0,,
"recommend special diets to improve athletes' health, increase their stamina, or alter their weight.",,,0.40384615384615385,,0.5961538461538461,,
"recommend strategies for clients to meet their financial goals, such as borrowing money through loans or loan programs, declaring bankruptcy, making budget adjustments, or enrolling in debt management plans.",0.1541251133272892,0.07887579329102448,0.34904805077062556,0.016319129646418854,,0.3445149592021759,0.057116953762466005
recommend the use of vitamin and mineral supplements to enhance the health of patients and children.,0.18487394957983194,,0.546218487394958,,0.036414565826330535,0.15406162464985995,0.07843137254901959
"recommend to clients strategies in cash management, insurance coverage, investment planning, or other areas to help them achieve their financial goals.",,,0.4411764705882353,,0.5588235294117647,,
