task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Prepare project budgets, schedules, or specifications for labor or materials.",0.7424,0.030299999999999997,0.0,0.0,0.2273,0.0,0.0
"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",0.9492,0.0169,0.0,0.0070999999999999995,0.024,0.0028000000000000004,0.0
"Prepare promotional plans, sales literature, media kits, and sales contracts, using computer.",0.7895,0.0702,0.0,0.0526,0.0877,0.0,0.0
Prepare reports and document project activities and data.,0.9013,0.0437,0.0,0.0129,0.037200000000000004,0.0049,0.0
"Prepare reports of activities, evaluations, recommendations, or decisions.",0.9238,0.019,0.019,0.0,0.0286,0.0095,0.0
"Prepare reports of findings, illustrating data graphically and translating complex findings into written text.",0.9206,0.0429,0.0043,0.0,0.03,0.0021,0.0
"Prepare reports of services rendered, tools used, or time required, for billing purposes.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
Prepare reports on investigations or inspections and actions taken.,0.5,0.15,0.0,0.1,0.25,0.0,0.0
Prepare reports on logistics performance measures.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Prepare reports on operations and system productivity or efficiency.,0.9286,0.0325,0.006500000000000001,0.0097,0.0195,0.0032,0.0
Prepare reports on students and activities as required by administration.,0.9024,0.0,0.0,0.0,0.0732,0.024399999999999998,0.0
"Prepare reports or correspondence concerning project specifications, activities, or status.",0.6781,0.1477,0.0016,0.0327,0.1275,0.0124,0.0
"Prepare reports or recommendations, based upon research outcomes.",0.9,0.0,0.0,0.0,0.05,0.05,0.0
"Prepare reports summarizing operational results, financial performance, or accomplishments of specified objectives, goals, or plans.",0.9183,0.0378,0.0,0.008199999999999999,0.0337,0.002,0.0
Prepare reports to document patients' care activities.,0.9765,0.0088,0.0029,0.0,0.011699999999999999,0.0,0.0
Prepare reports to provide answers in response to specific problems.,0.9343,0.0242,0.0044,0.0015,0.0318,0.0038,0.0
"Prepare reports, deliver presentations, or participate in program review activities to communicate engineering results or recommendations.",0.7955,0.011399999999999999,0.11359999999999999,0.011399999999999999,0.011399999999999999,0.056799999999999996,0.0
Prepare requests for proposals or statements of work.,0.8571,0.0,0.047599999999999996,0.0,0.09519999999999999,0.0,0.0
Prepare requirements documentation for use by software developers.,0.6785,0.0622,0.0213,0.0018,0.2345,0.0018,0.0
Prepare responses to correspondence containing routine inquiries.,0.9041,0.0206,0.0015,0.0074,0.025099999999999997,0.041299999999999996,0.0
Prepare sales presentations or proposals to explain product specifications or applications.,0.8168000000000001,0.033,0.0,0.048,0.09910000000000001,0.003,0.0
"Prepare sample layouts for approval, using computer software.",0.8992,0.0183,0.0,0.0060999999999999995,0.0764,0.0,0.0
"Prepare students for performances, exams, or assessments.",0.4131,0.14429999999999998,0.2361,0.06559999999999999,0.0623,0.0787,0.0
Prepare tables and graphs to present clinical data or results.,0.8442000000000001,0.0519,0.0,0.013000000000000001,0.0909,0.0,0.0
"Prepare tables, graphs, fact sheets, and written reports summarizing research results.",0.8095,0.047599999999999996,0.0,0.0,0.1429,0.0,0.0
"Prepare technical and research reports, such as environmental impact reports, and communicate the results to individuals in industry, government, or the general public.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prepare technical reports and recommendations, based upon research outcomes.",0.9512,0.024399999999999998,0.0,0.0,0.024399999999999998,0.0,0.0
"Prepare technical reports for use by engineering, management, or sales personnel.",0.9159999999999999,0.0458,0.0076,0.0,0.0305,0.0,0.0
"Prepare technical reports of findings or recommendations, based on synthesized analyses of test results.",0.9377,0.024399999999999998,0.0051,0.0039000000000000003,0.0109,0.018000000000000002,0.0
Prepare two-dimensional concept layouts or three-dimensional mock-ups.,0.9283,0.0167,0.0,0.0079,0.0452,0.002,0.0
"Prepare works in appropriate format for publication, and send them to publishers or producers.",0.8946999999999999,0.0,0.0,0.0,0.10529999999999999,0.0,0.0
Prepare written documents to establish contracts with or communicate financial recommendations to clients.,0.5962,0.11539999999999999,0.0,0.0385,0.25,0.0,0.0
"Prepare, analyze, or verify annual reports, financial statements, and other records, using accepted accounting and statistical procedures to assess financial condition and facilitate financial planning.",0.828,0.0645,0.0,0.0,0.1075,0.0,0.0
"Prepare, compile, and submit reports on work activities, operations, production, or work-related accidents.",0.825,0.175,0.0,0.0,0.0,0.0,0.0
"Prepare, draft, and review legal documents, such as wills, deeds, patent applications, mortgages, leases, and contracts.",0.7816,0.0391,0.0046,0.0092,0.0874,0.0782,0.0
"Prepare, edit, or review legal documents, including legislation, briefs, pleadings, appeals, wills, contracts, and real estate closing statements.",0.762,0.0168,0.0072,0.0024,0.1346,0.07690000000000001,0.0
"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",0.9275,0.0362,0.0036,0.0036,0.0072,0.0217,0.0
"Prepare, maintain, or review validation and compliance documentation, such as engineering change notices, schematics, or protocols.",0.8636,0.0455,0.0,0.0,0.0909,0.0,0.0
"Prepare, maintain, or revise quality assurance documentation or procedures.",0.7136,0.1005,0.005,0.0,0.1809,0.0,0.0
"Prepare, organize, and maintain inspection records.",0.9091,0.0909,0.0,0.0,0.0,0.0,0.0
"Prepare, proofread, or process legal documents, such as summonses, subpoenas, complaints, appeals, motions, or pretrial agreements.",0.7333,0.026699999999999998,0.013300000000000001,0.0,0.18,0.0467,0.0
"Prepare, review, or maintain maintenance schedules, design documentation, or operational reports or charts.",0.7901,0.0617,0.0,0.049400000000000006,0.09880000000000001,0.0,0.0
"Prepare, review, or update environmental investigation or recommendation reports.",0.75,0.0833,0.0,0.0,0.125,0.0417,0.0
"Prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",0.9651000000000001,0.018000000000000002,0.0003,0.0025,0.0127,0.0014000000000000002,0.0
"Present and explain proposals, reports, or findings to clients.",0.9531000000000001,0.006999999999999999,0.018799999999999997,0.009399999999999999,0.004699999999999999,0.006999999999999999,0.0
"Present and make recommendations regarding course design, technology, and instruction delivery options.",0.4752,0.0594,0.0891,0.099,0.22769999999999999,0.0495,0.0
Present bills and accept payments.,0.8364,0.1636,0.0,0.0,0.0,0.0,0.0
Present clear and concise explanations of governing rules and regulations.,0.8062,0.0062,0.1331,0.0091,0.019299999999999998,0.026099999999999998,0.0
"Present information in audio-visual or interactive formats, using computers, television, audio-visual aids, or other equipment, materials, or technologies.",0.875,0.0,0.0,0.0,0.125,0.0,0.0
"Present information in audio-visual or interactive formats, using computers, televisions, audio-visual aids, or other equipment, materials, or technologies.",0.963,0.037000000000000005,0.0,0.0,0.0,0.0,0.0
Present information to customers about the energy efficiency or environmental impact of scientific or technical products.,0.8261,0.0,0.1522,0.0217,0.0,0.0,0.0
"Present investment information, such as product risks, fees, or fund performance statistics.",0.8537,0.024399999999999998,0.024399999999999998,0.024399999999999998,0.0732,0.0,0.0
Price securities or commodities based on market conditions.,0.8344,0.1401,0.0,0.0,0.0,0.0255,0.0
"Process and prepare documents, such as business or government forms and expense reports.",0.8824,0.0588,0.0,0.0,0.0588,0.0,0.0
"Process and prepare memos, correspondence, travel vouchers, or other documents.",0.8803,0.021400000000000002,0.0,0.029900000000000003,0.0513,0.0171,0.0
Process and review employment applications to evaluate qualifications or eligibility of applicants.,0.8148000000000001,0.11109999999999999,0.0,0.037000000000000005,0.037000000000000005,0.0,0.0
"Process clinical data, including receipt, entry, verification, or filing of information.",0.9799,0.0,0.0,0.020099999999999996,0.0,0.0,0.0
"Process large amounts of data for statistical modeling and graphic analysis, using computers.",0.7722,0.0886,0.0,0.0,0.1329,0.0063,0.0
Process merchandise returns and exchanges.,0.8181999999999999,0.1818,0.0,0.0,0.0,0.0,0.0
"Process transactions, such as term deposits, retirement savings plan contributions, automated teller transactions, night deposits, and mail deposits.",0.5614,0.4386,0.0,0.0,0.0,0.0,0.0
Produce and distribute project documents.,0.7848,0.038,0.0,0.0127,0.1646,0.0,0.0
"Produce environmental assessment reports, tabulating data and preparing charts, graphs, or sketches.",0.9375,0.0,0.0,0.0,0.0625,0.0,0.0
"Produce medical reports, correspondence, records, patient-care information, statistics, medical research, and administrative material.",0.9562,0.004,0.0,0.004,0.0279,0.008,0.0
"Produce reports or presentations that outline findings, explain risk positions, or recommend changes.",0.9479000000000001,0.018799999999999997,0.0029,0.0072,0.0232,0.0,0.0
"Produce three-dimensional models, using computer-aided design (CAD) software.",0.7290000000000001,0.071,0.0,0.0129,0.18710000000000002,0.0,0.0
Produce written summary reports of financial research results.,0.8946999999999999,0.10529999999999999,0.0,0.0,0.0,0.0,0.0
"Program and use computers to store, process, and analyze data.",0.7836,0.155,0.001,0.0031,0.0552,0.0021,0.0
"Promote company products, services, and savings plans when appropriate.",0.8434,0.024700000000000003,0.0165,0.11259999999999999,0.0,0.0027,0.0
Proofread transcripts for correct spelling of words.,0.9718000000000001,0.0,0.0034999999999999996,0.0034999999999999996,0.006999999999999999,0.0141,0.0
"Proofread, edit, and revise translated materials.",0.8554,0.0192,0.0,0.001,0.021099999999999997,0.10339999999999999,0.0
Propose logistics solutions for customers.,0.9148999999999999,0.0,0.0213,0.0213,0.0426,0.0,0.0
Propose recommendations for improving content management system capabilities.,0.5789,0.10529999999999999,0.10529999999999999,0.0,0.21050000000000002,0.0,0.0
"Propose solutions in engineering, the sciences, and other fields using mathematical theories and techniques.",0.9155,0.046900000000000004,0.018799999999999997,0.004699999999999999,0.009399999999999999,0.004699999999999999,0.0
"Propose, review, or approve modifications to project plans.",0.6475,0.08810000000000001,0.0038,0.030699999999999998,0.2261,0.0038,0.0
Provide additional instruction in vocational areas.,0.4286,0.1429,0.23809999999999998,0.1429,0.0,0.047599999999999996,0.0
"Provide advice and consultation on economic relationships to businesses, public and private agencies, and other employers.",0.5856,0.0541,0.1802,0.0721,0.0541,0.0541,0.0
"Provide advice and technical assistance with cost analysis, fiscal allocation, and budget preparation.",0.7,0.025,0.075,0.0,0.175,0.025,0.0
Provide advice on best practices and implementation for selection.,0.7189,0.0757,0.0973,0.048600000000000004,0.048600000000000004,0.0108,0.0
"Provide advice on project costs, design concepts, or design changes.",0.4658,0.041100000000000005,0.06849999999999999,0.0548,0.3425,0.0274,0.0
"Provide advice on transportation options, types of carriers, or shipping routes.",0.7778,0.0,0.0,0.11109999999999999,0.11109999999999999,0.0,0.0
"Provide analytical support for the design and development of training curricula, learning strategies, educational policies, or courseware standards.",0.5962,0.0385,0.0962,0.0,0.1346,0.1346,0.0
Provide application or analytical support to researchers or traders on issues such as valuations or data.,0.8294,0.036699999999999997,0.0716,0.0092,0.0294,0.0239,0.0
Provide assistance to internal or external auditors in compliance reviews.,0.6842,0.0263,0.0263,0.0,0.0263,0.2368,0.0
"Provide clear, detailed descriptions of Web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware.",0.7890999999999999,0.059500000000000004,0.0078000000000000005,0.0091,0.132,0.0026,0.0
Provide clerical support to other departments.,0.9209,0.0216,0.0,0.0576,0.0,0.0,0.0
Provide communication instruction to dialect speakers or students with limited English proficiency.,0.6374,0.044000000000000004,0.1209,0.17579999999999998,0.011000000000000001,0.011000000000000001,0.0
Provide consultation or training on topics such as mechatronics or automated control.,0.5417000000000001,0.0,0.3125,0.0417,0.0417,0.0625,0.0
"Provide consultation to other health care providers in areas such as patient discharge, patient care, or clinical procedures.",0.40909999999999996,0.0909,0.2727,0.0,0.0455,0.1818,0.0
"Provide consultation to parents, teachers, administrators, and others on topics such as learning styles and behavior modification techniques.",0.5263,0.0395,0.2237,0.0789,0.09210000000000002,0.0395,0.0
"Provide consulting services in fields such as resource development and management, business location and market area analysis, environmental hazards, regional cultural history, and urban social planning.",0.6934999999999999,0.0726,0.0645,0.08869999999999999,0.0726,0.008100000000000001,0.0
"Provide consulting services, including educational programs, outreach programs, or prevention talks to schools, social service agencies, businesses, or the general public.",0.621,0.0091,0.23739999999999997,0.045700000000000005,0.0594,0.0274,0.0
"Provide counseling to patient and family members by providing information, education, or reassurance.",0.7143,0.09519999999999999,0.09519999999999999,0.0,0.047599999999999996,0.047599999999999996,0.0
Provide customer service by greeting and assisting customers and responding to customer inquiries and complaints.,0.4493,0.16219999999999998,0.0642,0.3007,0.0169,0.0068000000000000005,0.0
"Provide customers with information on routes, gates, prices, timetables, terminals, or concourses.",0.9,0.02,0.0,0.06,0.02,0.0,0.0
"Provide customers with information, such as quotes, orders, sales, shipping, warranties, credit, funding options, incentives, or tax rebates.",0.7662,0.030299999999999997,0.12119999999999999,0.056299999999999996,0.0216,0.0043,0.0
Provide customers with ongoing technical support.,0.375,0.3917,0.1417,0.05,0.0333,0.0083,0.0
"Provide direct service and support to individuals or clients, such as handling a referral for child advocacy issues, conducting a needs evaluation, or resolving complaints.",0.6195,0.10619999999999999,0.0088,0.23010000000000003,0.0354,0.0,0.0
Provide direction and assistance to other organizational units regarding accounting and budgeting policies and procedures and efficient control and utilization of financial resources.,0.75,0.0417,0.16670000000000001,0.0417,0.0,0.0,0.0
Provide education or counseling to individuals and families.,0.3846,0.0473,0.3728,0.13019999999999998,0.023700000000000002,0.0414,0.0
Provide feedback and recommendations to developers on software usability and functionality.,0.5859000000000001,0.1051,0.0323,0.0263,0.15960000000000002,0.0909,0.0
Provide feedback to health service providers regarding improving service accessibility or acceptability.,0.6444,0.0667,0.0,0.0889,0.0667,0.1333,0.0
"Provide feedback to students, using positive reinforcement techniques to encourage, motivate, or build confidence in students.",0.2691,0.2354,0.1895,0.13949999999999999,0.0664,0.1001,0.0
"Provide guests with information about local areas, including directions.",0.7284,0.0601,0.0626,0.1039,0.0388,0.0063,0.0
Provide individual support or counseling in general wellness or nutrition.,0.6341,0.163,0.0833,0.0779,0.0344,0.0072,0.0
Provide individualized instruction and tutorial or remedial instruction.,0.2158,0.253,0.3921,0.031200000000000002,0.022799999999999997,0.0851,0.0
"Provide information about establishment, such as location of departments or offices, employees within the organization, or services provided.",0.92,0.0067,0.0467,0.02,0.0,0.0067,0.0
"Provide information about rental items, such as availability, operation, or description.",0.6909000000000001,0.1273,0.0,0.14550000000000002,0.0364,0.0,0.0
"Provide information about, and enforce, regulations, such as those concerning environmental protection, resource utilization, fire safety, and accident prevention.",0.7368000000000001,0.0526,0.10529999999999999,0.0,0.10529999999999999,0.0,0.0
"Provide information and advice regarding drug interactions, side effects, dosage, and proper medication storage.",0.7313,0.0406,0.16879999999999998,0.0125,0.0125,0.0344,0.0
"Provide information or counseling regarding issues such as animal health care, behavior problems, or nutrition.",0.7659999999999999,0.0638,0.1277,0.0426,0.0,0.0,0.0
"Provide information, such as directions, visiting hours, or patient status information to visitors or callers.",0.6965,0.0308,0.0665,0.1887,0.0075,0.009899999999999999,0.0
Provide or coordinate troubleshooting support for data warehouses.,0.7474,0.1895,0.0053,0.0,0.0368,0.021099999999999997,0.0
Provide patients or caregivers with assistance in locating health care resources.,0.8475,0.0339,0.0508,0.0508,0.0,0.0169,0.0
"Provide patients with information needed to promote health, reduce risk factors, or prevent disease or disability.",0.9375,0.0,0.0625,0.0,0.0,0.0,0.0
"Provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",0.2709,0.21030000000000001,0.3583,0.0499,0.0392,0.0713,0.0
"Provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",0.8,0.0167,0.0583,0.025,0.0833,0.0167,0.0
Provide requested information on students' progress and the development of case plans.,0.8421,0.0526,0.0,0.0,0.0526,0.0526,0.0
"Provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems.",0.6875,0.0398,0.1705,0.017,0.0398,0.0455,0.0
"Provide staff and users with assistance solving computer-related problems, such as malfunctions and program problems.",0.3764,0.5101,0.061500000000000006,0.0308,0.013999999999999999,0.0073,0.0
Provide staff with assistance in performing difficult or complicated duties.,0.6884999999999999,0.12689999999999999,0.0115,0.1192,0.0385,0.0154,0.0
"Provide students with information on topics such as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs.",0.4603,0.0159,0.3651,0.15869999999999998,0.0,0.0,0.0
Provide system design and integration recommendations.,0.4194,0.17739999999999997,0.1935,0.0161,0.1613,0.0323,0.0
Provide technical advice and guidance to organizations on how to handle health-related problems and make needed changes.,0.8181999999999999,0.0,0.1364,0.0455,0.0,0.0,0.0
"Provide technical advice to industrial or managerial personnel regarding design, construction, program modifications, or structural repairs.",0.47119999999999995,0.0385,0.2115,0.0096,0.2212,0.0481,0.0
"Provide technical and non-technical support and services to clients or other staff members regarding the use, operation, and maintenance of equipment.",0.5022,0.1861,0.2078,0.060599999999999994,0.039,0.0043,0.0
Provide technical customer service.,0.5301,0.1777,0.16449999999999998,0.0661,0.039599999999999996,0.022000000000000002,0.0
"Provide technical direction or support to installation teams during installation, start-up, testing, system commissioning, or performance monitoring.",0.39130000000000004,0.43479999999999996,0.0652,0.0435,0.0435,0.0217,0.0
Provide technical direction to other engineers or engineering support personnel.,0.5013000000000001,0.09939999999999999,0.18170000000000003,0.0206,0.1097,0.0874,0.0
Provide technical expertise or support related to manufacturing.,0.4808,0.11539999999999999,0.2692,0.0385,0.07690000000000001,0.0192,0.0
Provide technical guidance or support for the development or troubleshooting of systems.,0.48460000000000003,0.31170000000000003,0.1009,0.030299999999999997,0.0516,0.0208,0.0
"Provide technical support for existing reports, dashboards, or other tools.",0.6598,0.1418,0.0902,0.028399999999999998,0.0593,0.0206,0.0
Provide technical support or instruction to staff or customers regarding electronics equipment standards.,0.5851,0.0664,0.2365,0.0166,0.053899999999999997,0.0415,0.0
Provide technical support to computer users for installation and use of security products.,0.6456999999999999,0.1076,0.13449999999999998,0.0179,0.0493,0.044800000000000006,0.0
"Provide technical support to designers, marketing and sales departments, suppliers, engineers and other team members throughout the product development and implementation process.",0.42310000000000003,0.1923,0.0641,0.0128,0.2821,0.0256,0.0
Provide technical support to junior staff or clients.,0.39740000000000003,0.2692,0.24359999999999998,0.0,0.0641,0.0256,0.0
"Provide technical support to other employees regarding mechanical design, fabrication, testing, or documentation.",0.5342,0.06849999999999999,0.2466,0.041100000000000005,0.041100000000000005,0.06849999999999999,0.0
Provide training and support to system designers and users.,0.4239,0.1747,0.2263,0.042800000000000005,0.1011,0.0313,0.0
Provide training or technical assistance in Web site implementation or use.,0.5094,0.1981,0.1698,0.1038,0.0189,0.0,0.0
Provide user support by diagnosing network and device problems and implementing technical or procedural solutions.,0.275,0.6692,0.0212,0.0212,0.0096,0.0038,0.0
Question patrons regarding desired services and haircut styles.,0.5056,0.1124,0.0,0.3371,0.0449,0.0,0.0
"Quote prices, credit terms, contract terms, or fulfillment dates for services.",0.878,0.0732,0.024399999999999998,0.0,0.024399999999999998,0.0,0.0
"Quote prices, credit terms, or other bid specifications.",0.6944,0.25,0.0556,0.0,0.0,0.0,0.0
"Read and analyze incoming memos, submissions, and reports to determine their significance and plan their distribution.",0.7006,0.0092,0.001,0.2779,0.005600000000000001,0.005600000000000001,0.0
"Read and interpret blueprints, schematics, work specifications, drawings, or charts.",0.9667,0.0333,0.0,0.0,0.0,0.0,0.0
"Read and interpret blueprints, technical drawings, schematics, or computer-generated reports.",0.8889,0.0556,0.0278,0.0,0.0,0.0278,0.0
"Read and interpret electronic circuit diagrams, function block diagrams, specifications, engineering drawings, and service manuals.",0.8966,0.0345,0.051699999999999996,0.0,0.0172,0.0,0.0
"Read and interpret engineering drawings, diagrams, instructions, or specifications to determine needed repairs, fabrication method, and operation sequence.",0.9420000000000001,0.014499999999999999,0.014499999999999999,0.014499999999999999,0.014499999999999999,0.0,0.0
"Read and understand operating manuals, blueprints, and technical drawings.",0.8387,0.0699,0.037599999999999995,0.0108,0.0323,0.0108,0.0
"Read copy or proof to detect and correct errors in spelling, punctuation, and syntax.",0.8873000000000001,0.008,0.0018,0.0138,0.0298,0.0592,0.0
Read corrected copies or proofs to ensure that all corrections have been made.,0.5714,0.0857,0.0,0.0,0.0286,0.3143,0.0
Read documentation to confirm the identity of the deceased.,0.9836,0.0,0.0,0.0,0.0,0.016399999999999998,0.0
Read documents on pleadings and motions to ascertain facts and issues.,0.8548,0.0137,0.0027,0.0,0.011000000000000001,0.11779999999999999,0.0
"Read from scripts or books to narrate action or to inform or entertain audiences, utilizing few or no stage props.",0.251,0.7078,0.0040999999999999995,0.0040999999999999995,0.0329,0.0,0.0
Read incoming correspondence to ascertain nature of writers' concerns and to determine disposition of correspondence.,0.7866,0.0069,0.0006,0.1967,0.0012,0.008100000000000001,0.0
"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",0.8659,0.0432,0.023799999999999998,0.0432,0.0216,0.0022,0.0
Read search requests to ascertain types of title evidence required and to obtain descriptions of properties and names of involved parties.,0.9834,0.009899999999999999,0.0,0.0066,0.0,0.0,0.0
Read service guides to find information needed to perform repairs.,0.7778,0.1389,0.0,0.0556,0.0278,0.0,0.0
"Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",0.9806,0.0143,0.0,0.0022,0.0029,0.0,0.0
"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",0.7837999999999999,0.0795,0.0895,0.0265,0.0124,0.0083,0.0
"Read through contracts, regulations, and procedural guidelines to ensure comprehension and compliance.",0.9716,0.0087,0.0039000000000000003,0.0034999999999999996,0.0026,0.0096,0.0
Read work orders or receive oral instructions to determine work assignments or material or equipment needs.,0.6923,0.0897,0.0,0.2137,0.0043,0.0,0.0
"Read worker logs, product processing sheets, or specification sheets to verify that records adhere to quality assurance specifications.",0.8837,0.0,0.0,0.0233,0.0,0.09300000000000001,0.0
"Read written materials, such as legal documents, scientific works, or news reports, and rewrite material into specified languages.",0.986,0.002,0.0005,0.0054,0.0055000000000000005,0.0007000000000000001,0.0
"Read, evaluate and edit manuscripts or other materials submitted for publication, and confer with authors regarding changes in content, style or organization, or publication.",0.38299999999999995,0.037200000000000004,0.0106,0.0106,0.2766,0.28190000000000004,0.0
Receive and place telephone calls.,0.8954000000000001,0.050199999999999995,0.0,0.054400000000000004,0.0,0.0,0.0
Receive and process customer payments.,0.8667,0.0956,0.0,0.026699999999999998,0.0089,0.0022,0.0
Receive and respond to customer complaints.,0.637,0.21309999999999998,0.0034000000000000002,0.1309,0.012,0.0037,0.0
"Receive and route messages or documents, such as laboratory results, to appropriate staff.",0.9455,0.0545,0.0,0.0,0.0,0.0,0.0
"Receive payment by cash, check, credit cards, vouchers, or automatic debits.",0.8,0.1364,0.0091,0.0182,0.0182,0.0182,0.0
Receive payment or obtain credit authorization.,0.7006999999999999,0.2555,0.0,0.0073,0.0365,0.0,0.0
Recommend actions in fraud cases.,0.6304,0.0652,0.1304,0.0652,0.087,0.0217,0.0
"Recommend actions to ensure compliance with laws and regulations, or to protect solvency of institutions.",0.769,0.0236,0.0472,0.021,0.0682,0.0709,0.0
Recommend adjudication of product complaints.,0.9853000000000001,0.0,0.0,0.0,0.0147,0.0,0.0
"Recommend and implement measures to improve worker motivation, work methods, or customer services.",0.8787999999999999,0.060599999999999994,0.030299999999999997,0.030299999999999997,0.0,0.0,0.0
Recommend and implement performance improvements.,0.6518,0.1564,0.0819,0.0074,0.09119999999999999,0.011200000000000002,0.0
Recommend and provide advice on a wide variety of products and services.,0.7545000000000001,0.0387,0.10529999999999999,0.048600000000000004,0.0416,0.011200000000000002,0.0
"Recommend approval, denial, or conditional approval of proposals.",0.9582999999999999,0.011899999999999999,0.006,0.006,0.006,0.011899999999999999,0.0
Recommend changes that could improve service and increase operational efficiency.,0.7018000000000001,0.07339999999999999,0.061900000000000004,0.0482,0.10550000000000001,0.0092,0.0
Recommend changes to company procedures in response to changes in regulations or standards.,0.76,0.02,0.0,0.0,0.12,0.1,0.0
"Recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",0.6640999999999999,0.1429,0.07919999999999999,0.0058,0.09269999999999999,0.0154,0.0
Recommend corrective or preventive actions to assure or improve product quality or reliability.,0.6751,0.0759,0.029500000000000002,0.0084,0.1013,0.1097,0.0
Recommend data-driven solutions to key stakeholders.,0.7286,0.0286,0.1429,0.0,0.07139999999999999,0.0286,0.0
Recommend design modifications to eliminate machine or system malfunctions.,0.5918,0.1837,0.061200000000000004,0.0204,0.12240000000000001,0.0204,0.0
"Recommend financial products, such as stocks, bonds, mutual funds, or insurance.",0.897,0.0215,0.0258,0.0086,0.038599999999999995,0.0086,0.0
Recommend information security enhancements to management.,0.8409,0.0545,0.0455,0.0182,0.0227,0.0182,0.0
Recommend interventions to modify behavior associated with health risks.,0.625,0.20829999999999999,0.0556,0.0278,0.0556,0.0278,0.0
"Recommend investments and investment timing to companies, investment firm staff, or the public.",0.9551999999999999,0.021099999999999997,0.0036,0.0021,0.0111,0.0068000000000000005,0.0
"Recommend mark-up rates, mark-down rates, or merchandise selling prices.",0.5868,0.19829999999999998,0.07440000000000001,0.0083,0.124,0.0083,0.0
Recommend merchandise or services that will meet customers' needs.,0.8173,0.0385,0.0192,0.0385,0.0481,0.0385,0.0
"Recommend methods for improving utilization of personnel, material, and utilities.",0.78,0.06,0.08,0.02,0.04,0.02,0.0
Recommend methods to increase lifestyle physical activity.,0.5607,0.10279999999999999,0.0748,0.1495,0.08410000000000001,0.027999999999999997,0.0
"Recommend necessary corrective actions, based on inspection results.",0.7227,0.042800000000000005,0.0236,0.022099999999999998,0.0664,0.12240000000000001,0.0
Recommend new systems and processes to improve operations.,0.6073,0.1386,0.1023,0.033,0.10890000000000001,0.009899999999999999,0.0
"Recommend or implement methods to monitor, evaluate, or enable resolution of safety, operations, or compliance interruptions.",0.8604999999999999,0.0698,0.0233,0.04650000000000001,0.0,0.0,0.0
"Recommend or implement personnel actions, such as employee selection, evaluation, rewards, or disciplinary actions.",0.8571,0.07139999999999999,0.0,0.0,0.047599999999999996,0.023799999999999998,0.0
"Recommend procedures for detection, prevention, and elimination of physical, chemical, or other product hazards.",0.7807999999999999,0.0274,0.1096,0.0548,0.0,0.0274,0.0
"Recommend procedures, equipment, or software upgrades to increase data accessibility or ease of use.",0.5918,0.102,0.1361,0.054400000000000004,0.11560000000000001,0.0,0.0
"Recommend product or component design improvements, based on test data or observations.",0.6408,0.1456,0.0291,0.0,0.1359,0.048499999999999995,0.0
Recommend product or service improvements to employers.,0.8873000000000001,0.0282,0.0,0.042300000000000004,0.0282,0.0141,0.0
"Recommend products to customers, based on customers' needs and interests.",0.8676999999999999,0.0412,0.0253,0.023399999999999997,0.039900000000000005,0.0026,0.0
Recommend remedial procedures to correct any violations found during inspections.,0.7326999999999999,0.0495,0.039599999999999996,0.0297,0.019799999999999998,0.12869999999999998,0.0
Recommend resolution of identified deviations from established product or process standards.,0.7692,0.0385,0.0,0.0,0.11539999999999999,0.07690000000000001,0.0
"Recommend special diets to improve athletes' health, increase their stamina, or alter their weight.",0.7143,0.0857,0.0,0.0286,0.1429,0.0286,0.0
"Recommend tests or testing conditions in accordance with designs, customer requirements, or industry standards to ensure test validity.",0.7059000000000001,0.0588,0.0588,0.0588,0.1176,0.0,0.0
Recommend the use of vitamin and mineral supplements to enhance the health of patients and children.,0.6462,0.13849999999999998,0.1231,0.0,0.061500000000000006,0.0308,0.0
"Recommend to clients strategies in cash management, insurance coverage, investment planning, or other areas to help them achieve their financial goals.",0.7059000000000001,0.0392,0.0392,0.0392,0.15689999999999998,0.0196,0.0
Recommend ways to control or reduce risk.,0.74,0.052000000000000005,0.076,0.024,0.07,0.038,0.0
"Recommend workplace changes to improve health and safety, using knowledge of potentially harmful factors, such as heavy loads or repetitive motions.",0.5882000000000001,0.1765,0.0588,0.0588,0.0588,0.0588,0.0
"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",0.7159,0.1096,0.014499999999999999,0.0414,0.11630000000000001,0.0022,0.0
